Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment,redlistCategory,systems,realm,Economically_relevant,Charismatic_species,Weight,Dietary_class
P_0378,Catostomus catostomus,Longnose sucker,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Palearctic,No,No,3300,Omnivore
P_0378,Perca flavescens,Yellow perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,1910,Carnivore/Piscivore
P_0378,Salvelinus namaycush,Lake trout,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,32650,Carnivore/Piscivore
P_0379,Crassostrea gigas,Pacific oyster,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Epinephelus awoara,Yellow grouper,Actinopterygii,species,,Data Deficient,Marine,,Yes,No,NA,NA
P_0379,Meretrix meretrix,Asiatic hard clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Nibea albiflora,Yellow drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,1479,Carnivore/Piscivore
P_0379,Oratosquilla oratoria,Japanese mantis shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Pagrus major,Red seabream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,9720,Carnivore/Piscivore
P_0379,Pampus argenteus,Silver pomfret,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0379,Penaeus chinensis,Chinese white shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Portunus pelagicus,Flower crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Portunus trituberculatus,Gazami crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Ruditapes philippinarum,Manila clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Sardinops sagax,Australian sardine,Actinopterygii,species,,Least Concern,Marine,,Yes,No,486,Carnivore/Piscivore
P_0379,Sepiida aculeata,Needle cuttlefish,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0379,Synechogobius hasta,Javelin goby,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,400,Carnivore/Piscivore
P_0379,Thais clavigera,Korean common dogwhelk,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0380,Catostomus commersonii,White sucker,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,2940,Carnivore/Piscivore
P_0380,Ictalurus punctatus,Channel catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,26300,Carnivore/Piscivore
P_0380,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,5410,Carnivore/Piscivore
P_0380,Morone americana,White perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Nearctic,No,No,2720,NA
P_0381,Anas castanea,Chestnut teal,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Oceanian,No,No,624.01,Herbivore
P_0381,Anas gracilis,Grey teal,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Oceanian,No,No,488.11,Herbivore
P_0381,Anas superciliosa,Pacific black duck,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Indomalayan|Oceanian,No,No,882.76,Herbivore
P_0381,Malacorhynchus membranaceus,Pink-eared duck,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters),Oceanian,No,No,372.79,Carnivore/Piscivore
P_0383,Acanthopagrus latus,Yellowfin seabream,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters)|Marine,,Yes,No,1500,NA
P_0383,Acanthopagrus schlegelii,Black seabream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,3200,NA
P_0383,Argyrops bleekeri,Frypan bream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0383,Charybdis japonica,Asian paddle crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Dasyatis zugei,Sharpnose stingray,Chondrichthyes,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Equulites rivulatus,Ponyfish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Gerres japonicus,Japanese silver-biddy,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Gerres limbatus,Saddleback silver-biddy,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,,Yes,No,NA,NA
P_0383,Grammoplites scaber,Rough flathead ,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Harpiosquilla harpax,Shrimp_6,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Johnius fasciatus,Croaker,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,,Least Concern,Marine,,No,No,NA,NA
P_0383,Lateolabrax maculatus,Spotted sea bass,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8700,Carnivore/Piscivore
P_0383,Loligo oshimai,Squid_1,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Nematalosa nasus,Bloch's gizzard shad,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan|Palearctic,Yes,No,NA,NA
P_0383,Octopus rugosus,Octopus_1,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Oratosquilla oratoria,Japanese mantis shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Parapenaeopsis hardwickii,Spear shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Parapenaeopsis tenella,Smoothshell shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Penaeus monodon,Black tiger prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Polypus variabilis,Polypus_1,Polychaeta,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Rhabdosargus sarba,Goldlined seabream,Actinopterygii,species,,Least Concern,Marine,,No,No,12000,NA
P_0383,Sardinella zunasi,Japanese sardinella,Actinopterygii,species,,Least Concern,Marine,Indomalayan|Palearctic,Yes,No,NA,Carnivore/Piscivore
P_0383,Scatophagus argus,Spotted scat,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0383,Scylla paramamosain,Asian mud crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Sepia indica,Cuttlefish_1,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Sepiella japonica,Spineless cuttlefish,Cephalopoda,species,used name: Sepiella heylei,Data Deficient,Marine,Indomalayan|Palearctic,Yes,No,NA,NA
P_0383,Sphyraena jello,Pickhandle barracuda,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,11500,Carnivore/Piscivore
P_0383,Takifugu alboplumbeus,Grey-spotted puffer,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0383,Thryssa mystax,Moustached thryssa,Actinopterygii,species,used name: Thryssa mysiax,Least Concern,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan,Yes,No,60.70000076,Carnivore/Piscivore
P_0383,Trachinotus ovatus,Pompano ,Actinopterygii,species,used name: Trachinotus ovaus,Least Concern,Marine,,No,No,2800,NA
P_0383,Trachypenaeus sedili,Shrimp_2,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0383,Upeneus japonicus,Japanese goatfish,Actinopterygii,species,used name: Upeaneus japonicus,No IUCN assessment,NA,NA,No,No,NA,NA
P_0385,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0385,Ctenogobius giurinus,Goby,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,14.89999962,NA
P_0385,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0385,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0385,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,300,Carnivore/Piscivore
P_0385,Rhodeinae,Bitterling_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Anguilla bengalensis,African mottled eel,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters)|Marine,Afrotropical|Indomalayan,Yes,No,6000,NA
P_0386,Brachyura,Crab_infraorder,Malacostraca,infraorder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Chironomidae,Lake fly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Clarias gariepinus,African sharptooth catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Afrotropical|Palearctic,Yes,No,60000,Carnivore/Piscivore
P_0386,Dytiscidae,Water beetle_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Gyrinidae,Whirligig beetle_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Odonata,Damselfly_dragonfly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Oreochromis urolepis,Wami tilapia,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0386,Palaemonidae,Carid shrimp_family,Malacostraca,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0387,Argyrosomus japonicus,Mulloway,Actinopterygii,species,,Endangered,Marine,,Yes,No,75000,Carnivore/Piscivore
P_0387,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,15000,NA
P_0387,Scylla serrata,Giant mud crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0388,Falco peregrinus,Peregrine falcon,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Antarctic|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,No,759.95,Carnivore/Piscivore
P_0390,Lates niloticus,Nile perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Afrotropical|Palearctic,Yes,No,2.00E+05,Carnivore/Piscivore
P_0390,Oreochromis niloticus,Nile tilapia,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Afrotropical|Palearctic,Yes,No,4324,Herbivore
P_0392,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0393,Tachycineta bicolor,Tree swallow,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,No,No,21.2,Carnivore/Piscivore
P_0394,Acanthopagrus australis,Yellowfin bream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,4500,NA
P_0394,Scylla serrata,Giant mud crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Anguilla rostrata,American eel,Actinopterygii,species,,Endangered,Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,Yes,No,7330,Carnivore/Piscivore
P_0398,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Brachycentridae,Humpless casemaker caddisfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Corbicula fluminea,Asian clam,Bivalvia,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Palearctic,Yes,No,NA,NA
P_0398,Corydalidae,Dobsonfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Cyprinella nivea,Whitefin shiner,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,NA,NA
P_0398,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0398,Elmidae,Riffle beetle_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Gerridae,Water strider_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Glossiphoniidae,Freshwater proboscis-bearing leech_family,Clitellata,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Gyrinidae,Whirligig beetle_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Heptageniidae,Flat-headed mayfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Hydropsychidae,Net-spinning caddisfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Ictalurus furcatus,Blue catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,68000,NA
P_0398,Ictalurus punctatus,Channel catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,26300,Carnivore/Piscivore
P_0398,Ictiobus bubalus,Smallmouth buffalo,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,No,No,37290,NA
P_0398,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,Yes,No,2150,Carnivore/Piscivore
P_0398,Limnephilidae,Northern caddisfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Micropterus salmoides,Largemouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,10090,Carnivore/Piscivore
P_0398,Moxostoma collapsum,Notchlip redhorse,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,NA,NA
P_0398,Moxostoma macrolepidotum,Shorthead redhorse,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,3990,NA
P_0398,Perlidae,Stonefly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Pleuroceridae,Freshwater snail_family_1,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Unionidae,Freshwater mussel_family,Bivalvia,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Viviparidae,River snail_family,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0398,Zygoptera,Damselfly_suborder,Insecta,suborder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0399,Ambassis natalensis,Slender glassy,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan,No,No,NA,NA
P_0399,Brachyura,Crab_infraorder,Malacostraca,infraorder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0399,Caradina,Freshwater atyid shrimp_genus,Malacostraca,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0399,Gastropoda,Gastropod_class,Gastropoda,class,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0399,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Afrotropical,No,Yes,1130,Herbivore
P_0399,Polychaeta,Bristle worm_class,Polychaeta,class,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0399,Rhabdosargus holubi,Cape stumpnose,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Omnivore
P_0400,Anous stolidus,Common noddy ,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,177.77,Carnivore/Piscivore
P_0400,Gygis alba,Fairy tern,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,111,Carnivore/Piscivore
P_0400,Onychoprion fuscatus,Sooty tern,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,185.72,Carnivore/Piscivore
P_0401,Myodes glareolus,Bank vole,Mammalia,species,,Least Concern,Terrestrial,Palearctic,No,No,20.73,Omnivore
P_0403,Carassius carassius,Crucian carp,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,3000,NA
P_0404,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0405,Daption capense,Cape petrel,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Neotropical|Oceanian|Palearctic,No,No,429.62,Carnivore/Piscivore
P_0405,Nacella concinna,Antarctic limpet,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0405,Notothenia coriiceps,Black rockcod,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0405,Pygoscelis papua,Gentoo penguin,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Neotropical|Oceanian,No,No,5932.95,Carnivore/Piscivore
P_0405,Trophon geversianus,Gevers's trophon,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0406,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Neotropical|Oceanian,Yes,Yes,175000,Carnivore/Piscivore
P_0407,Aristichthys nobilis,Bighead carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,40000,NA
P_0407,Culter erythropterus,Redfin culter,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,9000,Carnivore/Piscivore
P_0408,Eisenia fetida,Redworm,Clitellata,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0408,Myodes glareolus,Bank vole,Mammalia,species,,Least Concern,Terrestrial,Palearctic,No,No,20.73,Omnivore
P_0410,Accipiter gentilis,Northern goshawk,Aves,species,,Least Concern,Terrestrial,Indomalayan|Nearctic|Palearctic,Yes,No,866.04,Carnivore/Piscivore
P_0411,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0411,Channa argus,Northern snakehead,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8000,Carnivore/Piscivore
P_0411,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0411,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0411,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,50000,NA
P_0412,Pachymetopon blochii,Panga,Actinopterygii,species,,Least Concern,Marine,,Yes,No,1700,NA
P_0412,Pterogymnus laniarius,Hottentot,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0412,Sarda orientalis,Striped bonito,Actinopterygii,species,,Least Concern,Marine,,Yes,No,10650,NA
P_0412,Thyrsites atun,Snoek,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,6000,Carnivore/Piscivore
P_0413,Cerestoderma edulis,Common cockle,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0413,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0413,Ruditapes decussatus,Grooved carpet shell,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0414,Crassostrea gigas,Pacific oyster,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0414,Mytilus edulis,Blue mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0414,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0415,Branta leucopsis,Barnacle goose,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,No,No,1683.97,Herbivore
P_0416,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0416,Platycephalus fuscus,Dusky flathead,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,15000,NA
P_0416,Portunus armatus,Blue swimmer crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0417,Cardinalis cardinalis,Northern cardinal,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,No,No,42.64,Herbivore
P_0418,Gadus macrocephalus,Pacific cod,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,22700,Carnivore/Piscivore
P_0419,Cynoscion nebulosus,Spotted seatrout,Actinopterygii,species,,Least Concern,Marine,Nearctic|Neotropical,Yes,No,7920,NA
P_0419,Leiostomus xanthurus,Spotfish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,450,Carnivore/Piscivore
P_0419,Micropogonias undulatus,Atlantic croaker,Actinopterygii,species,,Least Concern,Marine,,Yes,No,2580,NA
P_0419,Mugil cephalus,Grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Afrotropical|Australasian|Indomalayan|Oceanian|Palearctic,Yes,No,NA,NA
P_0419,Paralichthys lethostigma,Southern flounder,Actinopterygii,species,,Near Threatened,Marine,Nearctic,Yes,No,9330,NA
P_0419,Sciaenops ocellatus,Red drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,45000,NA
P_0420,Alburnus alburnus,Common bleak,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,60,NA
P_0420,Anguilla anguilla,European eel,Actinopterygii,species,,Critically Endangered,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,6599,Carnivore/Piscivore
P_0420,Barbus graellsii,Ebro barbel,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0420,Barbus guiraonis,Mediterranean barbel,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0420,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
