Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment,redlistCategory,systems,realm,Economically_relevant,Charismatic_species,Weight,Dietary_class
P_0323,Larus audouinii,Audouin's gull,Aves,species,,Vulnerable,Terrestrial|Marine,Afrotropical|Palearctic,No,No,534.99,Carnivore/Piscivore
P_0324,Falco peregrinus,Peregrine falcon,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Antarctic|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,No,759.95,Carnivore/Piscivore
P_0326,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0326,Penaeus semisulcatus,Green tiger prawn,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0326,Portunus trituberculatus,Gazami crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0328,Ardea alba,Great egret,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,871.33,Carnivore/Piscivore
P_0328,Egretta garzetta,Little egret,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters),Afrotropical|Australasian|Indomalayan|Palearctic,No,No,312,Carnivore/Piscivore
P_0328,Nycticorax nycticorax,Black-crowned night heron,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,810,Carnivore/Piscivore
P_0329,Plectrophenax nivalis,Snow bunting,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Neotropical|Palearctic,No,No,42.2,Herbivore
P_0330,Sus scrofa,Wild boar,Mammalia,species,,Least Concern,Terrestrial,Indomalayan|Palearctic,Yes,No,96118.09,Omnivore
P_0331,Alburnoides bipunctatus,Spirlin,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,30,NA
P_0331,Squalius cephalus,European chub,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,8000,Omnivore
P_0332,Bithynia tentaculata,Mud bithynia,Gastropoda,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,NA
P_0332,Gammarus pulex,Amphipod_3,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0333,Gammarus fossarum,Amphipod_4,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0333,Gammarus pulex,Amphipod_3,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0333,Salmo trutta,Brown trout,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,Yes,No,50000,Carnivore/Piscivore
P_0334,Haliaeetus leucocephalus,Bald eagle,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic,No,No,4700.58,Carnivore/Piscivore
P_0335,Achoerodus,Blue groper_genus,Actinopterygii,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Bivalvia,Clam_class,Bivalvia,class,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Bramidae,Pomfret_family,Actinopterygii,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Buccinum undatum,Whelk,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Culter alburnus,Topmouth culter,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,600,NA
P_0335,Epinephelus amblycephalus,Banded grouper,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0335,Gadopsis marmoratus,River blackfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Australasian,Yes,No,NA,NA
P_0335,Haliotidae,Earshell_family,Gastropoda,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Harpadon nehereus,Bombay duck,Actinopterygii,species,,Near Threatened,Marine,,Yes,No,NA,NA
P_0335,Hyporhamphus sajori,Japanese halfbeak,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0335,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8700,Carnivore/Piscivore
P_0335,Micropterus salmoides,Largemouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,10090,Carnivore/Piscivore
P_0335,Monocirrhus polyacanthus,Leaffish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Nibea albiflora,Yellow drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,1479,Carnivore/Piscivore
P_0335,Ostreidae,Oyster_family,Bivalvia,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Pagellus bogaraveo,Besugo,Actinopterygii,species,,Near Threatened,Marine,,Yes,No,4000,Carnivore/Piscivore
P_0335,Pagrus major,Red seabream,Actinopterygii,species,,Least Concern,Marine,,Yes,No,9720,Carnivore/Piscivore
P_0335,Pampus argenteus,Silver pomfret,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0335,Paralichthys dentatus,Summer flounder,Actinopterygii,species,,Least Concern,Marine,Nearctic,Yes,No,12000,Carnivore/Piscivore
P_0335,Paralichthys lethostigma,Southern flounder,Actinopterygii,species,,Near Threatened,Marine,Nearctic,Yes,No,9330,NA
P_0335,Pectinidae,Scallop_family,Bivalvia,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Rajidae,Skate wing_family,Chondrichthyes,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Sciaenops ocellatus,Red drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,45000,NA
P_0335,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,,Least Concern,Marine,,Yes,No,3400,Carnivore/Piscivore
P_0335,Scophthalmus maximus,Turbot,Actinopterygii,species,,Least Concern,Marine,,Yes,No,25000,Carnivore/Piscivore
P_0335,Siliqua patula,Pacific razor clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0335,Sillago sihama,Silver sillago,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0336,Ardeidae,Heron_family,Aves,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Aristichthys nobilis,Bighead carp,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,40000,NA
P_0336,Bellamya,Snail_genus_1,Gastropoda,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Cladocera,Water flea_suborder,Branchiopoda,suborder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Coilia ectenes,Chinese tapertail anchovy,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Copepoda,Copepod_subclass,Hexanauplia,subclass,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Corbiculidae,Clam_family_1,Bivalvia,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0336,Erythroculter ilishaeformis,Cyprinid_4,Actinopterygii,species,used name: Erythroculter ilishaefor,No IUCN assessment,NA,NA,No,No,9000,Carnivore/Piscivore
P_0336,Exopalaemon modestus,Siberian shrimp,Malacostraca,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0336,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0336,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,,Near Threatened,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,50000,NA
P_0336,Hyporhamphus intermedius,Asian pencil halfbeak,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,300,Carnivore/Piscivore
P_0336,Protosalanx hyalocranius,Chinese clearhead icefish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0336,Rotifera,Rotifer_phylum,Rotifera,phylum,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0337,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,No,No,24720,NA
P_0337,Carpiodes carpio,River carpsucker,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,4590,NA
P_0337,Cyprinella lutrensis,Red shiner,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,No,No,NA,NA
P_0337,Cyprinella spiloptera,Spotfin shiner,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,NA,Carnivore/Piscivore
P_0337,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0337,Dorosoma cepedianum,Gizzard shad,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,1980,NA
P_0337,Dorosoma petenense,Threadfin shad,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,No,No,NA,Omnivore
P_0337,Ictalurus punctatus,Channel catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,26300,Carnivore/Piscivore
P_0337,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,5410,Carnivore/Piscivore
P_0337,Micropterus salmoides,Largemouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,10090,Carnivore/Piscivore
P_0337,Morone chrysops,White bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,Yes,No,3090,NA
P_0337,Moxostoma erythrurum,Golden redhorse,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,4080,NA
P_0337,Moxostoma macrolepidotum,Shorthead redhorse,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,3990,NA
P_0337,Notropis atherinoides,Emerald shiner,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,NA,NA
P_0337,Notropis blennius,River shiner,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,NA,NA
P_0337,Pylodictis olivaris,Flathead catfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,55790,Carnivore/Piscivore
P_0337,Sander canadensis,Sauger,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,3960,NA
P_0340,Chelon labrosus,Thicklip grey mullet,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,No,No,4500,NA
P_0340,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0340,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,,Least Concern,Marine,,Yes,No,2.00E+05,Carnivore/Piscivore
P_0341,Cancer pagurus,North sea crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0341,Clupea harengus,Baltic herring,Actinopterygii,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,No,1050,Carnivore/Piscivore
P_0341,Crangon crangon,Brown shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0341,Dicentrarchus labrax,European bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,No,No,12000,NA
P_0341,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0341,Limanda limanda,Common dab,Actinopterygii,species,,Least Concern,Marine,,Yes,No,1000,Carnivore/Piscivore
P_0341,Melanogrammus aeglefinus,Haddock,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,16800,Carnivore/Piscivore
P_0341,Merlangius merlangus,Whiting,Actinopterygii,species,,Least Concern,Marine,,Yes,No,3110,Carnivore/Piscivore
P_0341,Merluccius bilinearis,Silver hake,Actinopterygii,species,,Near Threatened,Marine,,Yes,No,2300,Carnivore/Piscivore
P_0341,Mytilus edulis,Blue mussel,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0341,Pleuronectes platessa,European plaice,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,7000,Carnivore/Piscivore
P_0341,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,,Least Concern,Marine,,Yes,No,3400,Carnivore/Piscivore
P_0341,Solea solea,Common sole,Actinopterygii,species,,Data Deficient,Marine,,Yes,No,3000,Carnivore/Piscivore
P_0342,Alopias superciliosus,Bigeye thresher,Chondrichthyes,species,,Vulnerable,Marine,,Yes,No,363800,Carnivore/Piscivore
P_0342,Heptranchias perlo,Sharpnose sevengills shark,Chondrichthyes,species,,Near Threatened,Marine,,Yes,Yes,NA,Carnivore/Piscivore
P_0342,Hexanchus griseus,Bluntnose sixgills shark,Chondrichthyes,species,,Near Threatened,Marine,,Yes,Yes,590000,Carnivore/Piscivore
P_0342,Isurus oxyrinchus,Shortfin mako shark,Chondrichthyes,species,,Endangered,Marine,,Yes,Yes,505760,Carnivore/Piscivore
P_0342,Mobula mobular,Giant devil ray,Chondrichthyes,species,,Endangered,Marine,,Yes,No,1500000,NA
P_0342,Odontaspis ferox,Smalltooth sand tiger,Chondrichthyes,species,,Vulnerable,Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,Yes,No,289000,NA
P_0342,Oxynotus centrina,Angular roughshark,Chondrichthyes,species,,Endangered,Marine,,Yes,Yes,NA,Carnivore/Piscivore
P_0342,Prionace glauca,Blue shark,Chondrichthyes,species,,Near Threatened,Marine,,Yes,Yes,205930,Carnivore/Piscivore
P_0342,Sphyrna zygaena,Smooth hammerhead,Chondrichthyes,species,,Vulnerable,Marine,,Yes,No,4.00E+05,Carnivore/Piscivore
P_0343,Carassius auratus,Goldfish,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,Herbivore
P_0344,Cynoglossus semilaevis,Half-smooth tongue sole,Actinopterygii,species,,Data Deficient,Marine,,Yes,No,NA,Carnivore/Piscivore
P_0344,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0344,Larus crassirostris,Black-tailed gull,Aves,species,,Least Concern,Terrestrial|Marine,Indomalayan|Nearctic|Palearctic,No,No,561,Carnivore/Piscivore
P_0344,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,8700,Carnivore/Piscivore
P_0344,Planiliza haematocheila,Redlip mullet,Actinopterygii,species,used name: Liza haematocheila,No IUCN assessment,NA,NA,No,No,5000,NA
P_0344,Platycephalus indicus,Bartail flathead,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan|Palearctic,Yes,No,3500,Carnivore/Piscivore
P_0344,Pseudosciaena polyactis,Small yellow croaker,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0344,Rapana venosa,Asian rapa whelk,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0344,Ruditapes philippinarum,Manila clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0344,Scomberomorus niphonius,Japanese spanish mackerel,Actinopterygii,species,,Data Deficient,Marine,,Yes,No,8010,Carnivore/Piscivore
P_0344,Thrissa kammalensis,China anchovy,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0345,Pungitius pungitius,Stickleback,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,No,No,NA,Carnivore/Piscivore
P_0347,Ardeola bacchus,Chinese pond heron,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Indomalayan|Palearctic,No,No,304.89,Carnivore/Piscivore
P_0347,Cyprinus carpio,Common carp,Actinopterygii,species,,Vulnerable,Freshwater (=Inland waters),Palearctic,Yes,No,40090,Carnivore/Piscivore
P_0347,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0347,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0347,Misgurnus anguillicaudatus,Loach,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Australasian|Indomalayan|Neotropical|Palearctic,Yes,No,NA,NA
P_0347,Viviparus,River snail_genus,Gastropoda,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0348,Lumbricus terrestris,Common earthworm,Clitellata,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0349,Oncorhynchus keta,Chum salmon,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,15870,Carnivore/Piscivore
P_0349,Oncorhynchus kisutch,Coho salmon,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,15170,NA
P_0349,Oncorhynchus nerka,Sokeye salmon,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,Yes,No,7710,Carnivore/Piscivore
P_0349,Salmo salar,Atlantic salmon,Actinopterygii,species,,Lower Risk/least concern,Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,No,No,46764,Carnivore/Piscivore
P_0350,Gadus morhua,Atlantic cod,Actinopterygii,species,,Vulnerable,Marine,Nearctic|Palearctic,No,No,96000,Carnivore/Piscivore
P_0350,Pollachius virens,Saithe,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,32000,Carnivore/Piscivore
P_0351,Notropis cornutus,Common shiner,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Omnivore
P_0352,Carassius carassius,Crucian carp,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,3000,NA
P_0353,Boreogadus saida,Polar cod,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0353,Calanus hyperboreus,Arctic copepod,Hexanauplia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0353,Clupea pallasi,Pacific herring,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0353,Coregonus autumnalis,Arctic cisco,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,NA,Carnivore/Piscivore
P_0353,Delphinapterus leucas,Beluga whale,Mammalia,species,,Least Concern,Marine,Nearctic|Palearctic,Yes,Yes,1360000,Carnivore/Piscivore
P_0353,Pusa hispida,Ringed seal,Mammalia,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Palearctic,Yes,No,70963.6,Carnivore/Piscivore
P_0353,Themisto libellula,Amphipod_1,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0354,Carassius carassius,Crucian carp,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,3000,NA
P_0354,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Indomalayan|Palearctic,Yes,No,NA,NA
P_0355,Alpheus heterocarpus,Snapping shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Amphioctopus fangsiao,Shortarm octopus,Cephalopoda,species,used name: Octopus ocellatus,Least Concern,Marine,Indomalayan|Palearctic,Yes,No,NA,NA
P_0355,Cynoglossus robustus,Sole_1,Actinopterygii,species,used name: Cymoglossus robustus,Least Concern,Marine,,Yes,No,NA,NA
P_0355,Helice tridenssheni,Helice crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Lateolabrax japonicus,Sea perch,Actinopterygii,species,used name: Lateolabras japonicus,No IUCN assessment,NA,NA,No,No,8700,Carnivore/Piscivore
P_0355,Loligo chinensis,Taiwanese squid,Cephalopoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Neverita didyma,Bladder moon snail,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Nibea albiflora,Yellow drum,Actinopterygii,species,,Least Concern,Marine,,Yes,No,1479,Carnivore/Piscivore
P_0355,Odontamblyopus rubicundus,Eelgoby,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters)|Marine,,Yes,No,NA,NA
P_0355,Oratosquilla oratoria,Mantis shrimp,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Platycephalus indicus,Bartail flathead,Actinopterygii,species,,Data Deficient,Freshwater (=Inland waters)|Marine,Australasian|Indomalayan|Palearctic,Yes,No,3500,Carnivore/Piscivore
P_0355,Rapana venosa,Asian rapa whelk,Gastropoda,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Scapharca subcrenata,Hongkong clam,Bivalvia,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0355,Silurus,Oriental sheatfish_genus,Actinopterygii,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0357,Anarhichas lupus,Wolffish,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,23580,Carnivore/Piscivore
P_0357,Calanus,Marine copepod_genus,Hexanauplia,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0357,Hyas araneus,Great spider crab,Malacostraca,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0357,Larus hyperboreus,Glaucous gull,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Neotropical|Palearctic,No,No,1529.04,Carnivore/Piscivore
P_0357,Myoxocephalus scorpius,Shorthorn sculpin,Actinopterygii,species,,No IUCN assessment,NA,NA,No,No,NA,Carnivore/Piscivore
P_0357,Polychaeta,Bristle worm_class,Polychaeta,class,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0358,Pelecanus occidentalis,Brown pelican,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Nearctic|Neotropical,No,No,3427.84,Carnivore/Piscivore
P_0359,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,,Least Concern,Marine,Afrotropical|Australasian|Indomalayan|Neotropical|Oceanian,Yes,Yes,175000,Carnivore/Piscivore
P_0361,Perca fluviatilis,European perch,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Palearctic,No,No,4750,Carnivore/Piscivore
P_0362,Pica pica serica,Oriental magpie,Aves,species,used name: Pica serica,No IUCN assessment,NA,NA,No,No,217.48,Carnivore/Piscivore
P_0364,Arctocephalus forsteri,Long-nosed fur seal,Mammalia,species,,Least Concern,Terrestrial|Marine,Antarctic|Australasian,No,No,101250,Carnivore/Piscivore
P_0364,Arctocephalus pusillus doriferus,Australian fur seal,Mammalia,species,,No IUCN assessment,NA,NA,No,No,178500,Carnivore/Piscivore
P_0364,Neophoca cinerea,Australian sea lion,Mammalia,species,,Endangered,Terrestrial|Marine,Australasian,Yes,No,190000,Carnivore/Piscivore
P_0365,Amblyomma americanum,Lone star tick,Arachnida,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0365,Amblyomma maculatum,Gulf coast tick,Arachnida,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0365,Ixodes scapularis,Deer tick,Arachnida,species,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0366,Catharacta maccormicki,Polar skua,Aves,species,,Least Concern,Terrestrial|Marine,Afrotropical|Antarctic|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,No,No,1347.07,Carnivore/Piscivore
P_0369,Albula glossodonta,Bonefish,Actinopterygii,species,,Vulnerable,Marine|Marine,,Yes,No,8610,NA
P_0369,Caranx melampygus,Bluefin trevally,Actinopterygii,species,,Least Concern,Marine,,Yes,No,43540,Carnivore/Piscivore
P_0369,Gerres longirostris,Strongspine silver-biddy,Actinopterygii,species,,Least Concern,Marine,,Yes,No,NA,NA
P_0369,Scomberoides lysan,Doublespotted queenfish,Actinopterygii,species,,Least Concern,Marine,,Yes,No,11000,NA
P_0369,Selar crumenophthalmus,Bigeye scad,Actinopterygii,species,,Least Concern,Marine,,No,No,NA,Carnivore/Piscivore
P_0369,Siganus rivulatus,Marbled spinefoot,Actinopterygii,species,,Least Concern,Marine,Afrotropical|Palearctic,Yes,No,NA,Herbivore
P_0370,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Araneae,Spider,Arachnida,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Coleoptera,Beetle_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Formicidae,Ant_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Julida,Millipede_order,Diplopoda,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Lithobiomorpha,Centipede_genus,Chilopoda,genus,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Megadrile,Earthworm_order,Clitellata,order,used name: Megadrilacea,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Nematocera,Thread-horn fly_suborder,Insecta,suborder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Plecoptera,Stonefly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Sialidae,Alderfly_family,Insecta,family,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Trichoptera,Caddisfly_order,Insecta,order,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0370,Zygoptera,Damselfly_suborder,Insecta,suborder,,No IUCN assessment,NA,NA,No,No,NA,NA
P_0371,Chelonia mydas,Green turtle,Reptilia,species,,Endangered,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,No,No,NA,NA
P_0371,Eretmochelys imbricata,Hawksbill sea turtles,Reptilia,species,,Critically Endangered,Terrestrial|Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Yes,No,NA,NA
P_0372,Larus crassirostris,Black-tailed gull,Aves,species,,Least Concern,Terrestrial|Marine,Indomalayan|Nearctic|Palearctic,No,No,561,Carnivore/Piscivore
P_0373,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic,No,No,5410,Carnivore/Piscivore
P_0376,Larus argentatus,Herring gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Palearctic,Yes,No,1090.99,Carnivore/Piscivore
P_0376,Larus fuscus,Lesser black-backed gull,Aves,species,,Least Concern,Terrestrial|Freshwater (=Inland waters)|Marine,Afrotropical|Nearctic|Neotropical|Palearctic,No,No,762.36,Carnivore/Piscivore
P_0376,Larus marinus,Great black-backed gull,Aves,species,,Least Concern,Terrestrial|Marine,Nearctic|Neotropical|Palearctic,No,No,1649.71,Omnivore
P_0378,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,,Least Concern,Freshwater (=Inland waters),Nearctic|Neotropical,No,No,24720,NA
