Study_ID,Author_year,Paper_title,Publication_year,Country_FirstAuthor,Checked,Comment
P_0238,Mazzoni_2020,"Trophic magnification of legacy (PCB, DDT and Hg) and emerging pollutants (PFAS) in the fish community of a small protected southern alpine lake (Lake Mergozzo, Northern Italy)",2020,Italy,CV,
P_0599,Melake_2022,"Distribution of perfluoroalkyl substances (PFASs) in water, sediment, and fish tissue, and the potential human health risks due to fish consumption in Lake Hawassa, Ethiopia",2022,Ethiopia,LR,
P_0239,Melnes_2017,Dissimilar effects of organohalogenated compounds on thyroid hormones in glaucous gulls,2017,Norway,CV,
P_0566,Meng_2019,Are perfluoroalkyl substances in water and fish from drinking water source the major pathways towards human health risk?,2019,China,CV,
P_0617,Meng_2019,"Increasing perfluoroalkyl substances and ecological process from the Yongding Watershed to the Guanting Reservoir in the Olympic host cities, China",2019,China,CV,
P_0520,Meyer_2009,The relationship between perfluorinated chemical levels in the feathers and livers of birds from different trophic levels,2009,Belgium,CV,
P_0366,Midthaug_2021,Within and between breeding-season changes in contaminant occurrence and body condition in the Antarctic breeding south polar skua,2021,Norway,LR,
P_0240,Miege_2012,Occurrence of priority and emerging organic compounds in fishes from the Rhone River (France),2012,France,CV,
P_0521,Miljeteig_2009,High levels of contaminants in ivory gull Pagophila eburnea eggs from the Russian and Norwegian arctic,2009,Norway,CV,
P_0241,Miljeteig_2012,Eggshell thinning and decreased concentrations of vitamin E are associated with contaminants in eggs of ivory gulls,2012,Norway,CV,
P_0631,Miller_2015,Temporal trends of perfluoroalkyl substances (PFAS) in eggs of coastal and offshore birds: Increasing PFAS levels associated with offshore bird species breeding on the Pacific coast of Canada and wintering near Asia,2015,Canada,CV,
P_0242,Miller_2020,"Influence of overwinter distribution on exposure to persistent organic pollutants (POPs) in seabirds, ancient murrelets (Synthliboramphus antiquus), breeding on the Pacific coast of Canada",2020,Canada,CV,
P_0024,Miranda_2021,Bioaccumulation of Per- and polyfluoroalkyl substances (PFASs) in a tropical estuarine food web,2021,Brazil,CV,
P_0605,Monclus_2022,Legacy and emerging organohalogenated compounds in feathers of Eurasian eagle-owls (Bubo bubo) in Norway: Spatiotemporal variations and associations with dietary proxies (Î´13C and Î´15N),2022,Norway,LR,
P_0351,Moody_2002,Monitoring perfluorinated surfactants in biota and surface water samples following an accidental release of fire-fighting foam into Etobicoke Creek,2002,Canada,CV,
P_0012,Moon_2010,Perfluorinated compounds in minke whales (Balaenoptera acutorostrata) and long-beaked common dolphins (Delphinus capensis) from Korean coastal waters,2010,South Korea,CV,
P_0504,Morales_2012,Persistent Organic Pollutants in gull eggs of two species (Larus michahellis and Larus audouinii) from the Ebro delta Natural Park,2012,Spain,LR,
P_0051,Morganti_2021,Exposure assessment of PFAS-contaminated sites using avian eggs as a biomonitoring tool: A frame of reference and a case study in the Po River valley (Northern Italy),2021,Italy,CV,
P_0535,Morikawa_2006,The bioconcentration factor of perfluorooctane sulfonate is significantly larger than that of perfluorooctanoate in wild turtles (Trachemys scripta elegans and Chinemys reevesii): An Ai river ecological study in Japan,2006,Japan,LR,
P_0243,Morris_2019,Concentrations of legacy and new contaminants are related to metabolite profiles in Hudson Bay polar bears,2019,Canada,CV,
P_0236,Mueller_2011,Biomagnification of perfluorinated compounds in a remote terrestrial food chain: Lichen-Caribou-Wolf,2011,Switzerland,CV,
P_0039,Munoz_2017,Environmental Occurrence of Perfluoroalkyl Acids and Novel Fluorotelomer Surfactants in the Freshwater Fish Catostomus commersonii and Sediments Following Firefighting Foam Deployment at the Lac-MÃ©gantic Railway Accident,2017,France,CV,
P_0453,Munoz_2017,Biomonitoring of fluoroalkylated substances in Antarctica seabird plasma: Development and validation of a fast and rugged method using on-line concentration liquid chromatography tandem mass spectrometry,2017,France,CV,
P_0646,Munoz_2017,Evidence for the Trophic Transfer of Perfluoroalkylated Substances in a Temperate Macrotidal Estuary,2017,France,LR,
P_0244,Munoz_2019,"Temporal variations of perfluoroalkyl substances partitioning between surface water, suspended sediment, and biota in a macrotidal estuary",2019,France,CV,
P_0498,Munschy_2013,Levels and trends of the emerging contaminants HBCDs (hexabromocyclododecanes) and PFCs (perfluorinated compounds) in marine shellfish along French coasts,2013,France,LR,
P_0479,Munschy_2015,Occurrence of legacy and emerging halogenated organic contaminants in marine shellfish along French coasts,2015,France,LR,
P_0245,Munschy_2020,"Tissue-specific bioaccumulation of a wide range of legacy and emerging persistent organic contaminants in swordfish (Xiphias gladius) from Seychelles, Western Indian Ocean",2020,France,CV,
P_0612,Munschy_2020,Legacy and emerging organic contaminants: Levels and profiles in top predator fish from the western Indian Ocean in relation to their trophic ecology,2020,France,CV,
P_0247,Murakami_2011,"Levels, temporal trends, and tissue distribution of perfluorinated surfactants in freshwater fish from Asian countries",2011,Japan,CV,
P_0610,Mwakalapa_2018,Occurrence and levels of persistent organic pollutants (POPs) in farmed and wild marine fish from Tanzania. A pilot study,2018,Norway,CV,
P_0516,Naile_2010,"Perfluorinated compounds in water, sediment, soil and biota from estuarine and coastal areas of Korea",2010,Canada,CV,
P_0249,Naile_2013,Distributions and bioconcentration characteristics of perfluorinated compounds in environmental samples collected from the west coast of Korea,2013,South Korea,CV,
P_0250,Nakata_2006,"Perfluorinated contaminants in sediments and aquatic organisms collected from shallow water and tidal flat areas of the Ariake Sea, Japan: Environmental fate of perfluorooctane sulfonate in aquatic ecosystems",2006,Japan,CV,
P_0251,Nakayama_2008,"Potential effects of perfluorinated compounds in common cormorants from Lake Biwa, Japan: An implication from the hepatic gene expression profiles by microarray",2008,Japan,CV,
P_0653,Nania_2009,Monitoring of perfluorinated compounds in edible fish from the Mediterranean Sea,2009,Italy,LR,
P_0075,Nash_2010,Perfluorinated compounds in the Antarctic region: Ocean circulation provides prolonged protection from distant sources,2010,Australia,CV,
P_0252,Newsted_2017,Spatial and temporal trends of poly- and perfluoroalkyl substances in fish fillets and water collected from pool 2 of the Upper Mississippi River,2017,USA,CV,
P_0558,Ning_2020,"Diet Shifts Explain Temporal Trends of Pollutant Levels in Indo-Pacific Humpback Dolphins (Sousa chinensis) from the Pearl River Estuary, China",2020,China,CV,Excluded
P_0248,Noest_2012,Halogenated organic contaminants and their correlations with circulating thyroid hormones in developing Arctic seabirds,2012,Norway,CV,
P_0593,Nolen_2022,"PFASs pollution in Galveston Bay surface waters and biota (shellfish and fish) following AFFFs use during the ITC fire at Deer Park (March 17th to 20th 2019), Houston, TX",2022,USA,LR,
P_0253,Norden_2013,"High levels of perfluoroalkyl acids in eggs and embryo livers of great cormorant (Phalacrocorax carbo sinensis) and herring gull (Larus argentatus) from Lake VÃ¤nern, Sweden",2013,Sweden,CV,
P_0513,Oakes_2010,Biomonitoring of perfluorochemicals and toxicity to the downstream fish community of Etobicoke Creek following deployment of aqueous film-forming foam,2010,Canada,CV,
P_0512,O'Connell_2010,Temporal and spatial trends of perfluorinated compounds in juvenile loggerhead sea turtles (Caretta caretta) along the east coast of the United States,2010,USA,CV,
P_0254,O'Connor_2018,"First observations of perfluorooctane sulfonate occurrence and depuration from Sydney Rock Oysters, Saccostrea glomerata, in Port Stephens NSW Australia",2018,Australia,CV,Excluded
P_0412,Ojemaye_2019,"Occurrences, levels and risk assessment studies of emerging pollutants (pharmaceuticals, perfluoroalkyl and endocrine disrupting compounds) in fish samples from Kalk Bay harbour, South Africa",2019,South Africa,CV,
P_0255,Olivero-Verbel_2006,Perfluorooctanesulfonate and related fluorochemicals in biological samples from the north coast of Colombia,2006,Colombia,CV,
P_0421,Palmer_2019,Per- and polyfluoroalkyl substances (PFAS) in plasma of the West Indian manatee (Trichechus manatus),2019,USA,LR,
P_0519,Pan_2010,Investigation of perfluorinated compounds (PFCs) in mollusks from coastal waters in the Bohai Sea of China,2010,China,CV,
P_0259,Pan_2011,"Pilot investigation of perfluorinated compounds in river water, sediment, soil and fish in Tianjin, China",2011,China,CV,
P_0257,Pan_2014,"Bioaccumulation and risk assessment of per- and polyfluoroalkyl substances in wild freshwater fish from rivers in the Pearl River Delta region, South China",2014,China,CV,
P_0452,Pan_2017,First Report on the Occurrence and Bioaccumulation of Hexafluoropropylene Oxide Trimer Acid: An Emerging Concern,2017,China,CV,
P_0442,Pan_2018,Species-specific profiles and risk assessment of perfluoroalkyl substances in coral reef fishes from the South China Sea,2018,China,LR,
P_0258,Pan_2019,"Occurrence, removal and bioaccumulation of perfluoroalkyl substances in Lake Chaohu, China",2019,China,CV,
P_0383,Pan_2021,"Legacy and alternative per- and polyfluoroalkyl substances in a subtropical marine food web from the Beibu Gulf, South China: Fate, trophic transfer and health risk assessment",2021,China,LR,
P_0362,Park_2021,Assessment of regional and temporal trends in per- and polyfluoroalkyl substances using the Oriental Magpie (Pica serica) in Korea,2021,South Korea,LR,
P_0559,Parolini_2020,Legacy and Emerging Contaminants in Demersal Fish Species from Southern Norway and Implications for Food Safety,2020,Italy,CV,
P_0038,Parolini_2021,Within- and Among-Clutch Variation of Yolk Perfluoroalkyl Acids in a Seabird from the Northern Adriatic Sea,2021,Italy,CV,
P_0460,Pasanisi_2016,"Levels of perfluorinated acids (PFCAs) in different tissues of Lepidochelys olivacea sea turtles from the Escobilla beach (Oaxaca, Mexico)",2016,Italy,CV,
P_0644,Pascariello_2019,Organic contaminants in zooplankton of Italian subalpine lakes: Patterns of distribution and seasonal variations,2019,Italy,LR,
P_0611,Pedersen_2016,Per- and polyfluoroalkyl substances (PFASs) - New endocrine disruptors in polar bears (Ursus maritimus)?,2016,Denmark,CV,
P_0260,Pederson_2015,Brain region-specific perfluoroalkylated sulfonate (PFSA) and carboxylic acid (PFCA) accumulation and neurochemical biomarker Responses in east Greenland polar Bears (Ursus maritimus),2015,Denmark,CV,
P_0261,Peng_2010,Tissue Distribution and Maternal Transfer of Poly- and Perfluorinated Compounds in Chinese Sturgeon (Acipenser sinensis): Implications for Reproductive Risk,2010,China,CV,
P_0398,Penland_2020,Trophodynamics of Per- and Polyfluoroalkyl Substances in the Food Web of a Large Atlantic Slope River,2020,USA,CV,
P_0262,Pereira_2021,Contrasting long term temporal trends in perfluoroalkyl substances (PFAS) in eggs of the northern gannet (Morus bassanus) from two UK colonies,2021,UK,CV,
P_0263,Persson_2013,"Perfluoroalkyl acids in subarctic wild male mink (Neovison vison) in relation to age, season and geographical area",2013,Sweden,CV,
P_0477,Persson_2015,Environmental pollutants and alterations in the reproductive system in wild male mink (Neovison vison) from Sweden,2015,Sweden,CV,
P_0420,Pico_2019,Contaminants of emerging concern in freshwater fish from four Spanish Rivers,2019,Spain,CV,
P_0264,Pignotti_2017,"Seasonal variations in the occurrence of perfluoroalkyl substances in water, sediment and fish samples from Ebro Delta (Catalonia, Spain)",2017,Italy,CV,
P_0265,Point_2021,Trends (2005-2016) of perfluoroalkyl acids in top predator fish of the Laurentian Great Lakes,2021,USA,CV,
P_0266,Powley_2008,Polyfluorinated chemicals in a spatially and temporally integrated food web in the Western Arctic,2008,USA,CV,
P_0596,Pulster_2022,Detection of long chain per- and polyfluoroalkyl substances (PFAS) in the benthic Golden tilefish (Lopholatilus chamaeleonticeps) and their association with microscopic hepatic changes,2021,USA,LR,
P_0527,Quakenbush_2008,"Perfluorinated contaminants in ringed, bearded, spotted, and ribbon seals from the Alaskan Bering and Chukchi Seas",2008,USA,CV,
P_0267,Quinete_2009,"Determination of perfluorooctane sulfonate and perfluorooctanoic acid in the rhine river, Germany",2009,Brazil,CV,
P_0013,Quinete_2009,"Specific profiles of perfluorinated compounds in surface and drinking waters and accumulation in mussels, fish, and dolphins from southeastern Brazil",2009,Brazil,CV,
P_0565,R�del_2020,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,Germany,CV,
P_0269,Reiner_2011,Spatial and temporal trends of perfluorinated compounds in beluga whales (Delphinapterus leucas) from Alaska,2011,USA,CV,
P_0270,Reiner_2016,Organohalogen Contaminants and Vitamins in Northern Fur Seals (Callorhinus ursinus) Collected During Subsistence Hunts in Alaska,2016,USA,CV,
P_0581,Renzi_2013,"Perfluorinated compounds: Levels, trophic web enrichments and human dietary intakes in transitional water ecosystems",2013,Italy,CV,
P_0271,Riebe_2016,Perfluoroalkyl Acid Concentrations in Livers of Fox (Vulpes vulpes) and Chamois (Rupicapra rupicapra) from Germany and Austria,2016,Germany,CV,
P_0273,Riget_2013,Trends of perfluorochemicals in Greenland ringed seals and polar bears: Indications of shifts to decreasing trends,2013,Denmark,CV,
P_0272,Riget_2019,Temporal trends of persistent organic pollutants in Arctic marine and freshwater biota,2019,Denmark,CV,
P_0274,Robuck_2020,Legacy and Novel Per- and Polyfluoroalkyl Substances in Juvenile Seabirds from the US Atlantic Coast,2020,USA,CV,
P_0555,Robuck_2021,Tissue-Specific Distribution of Legacy and Novel Per- and Polyfluoroalkyl Substances in Juvenile Seabirds,2021,USA,LR,
P_0413,Rodil_2019,Legacy and emerging pollutants in marine bivalves from the Galician coast (NW Spain),2019,Spain,CV,
P_0275,Roos_2013,Increasing concentrations of perfluoroalkyl acids in scandinavian otters (Lutra lutra) between 1972 and 2011: A new threat to the otter population?,2013,Sweden,CV,
P_0638,Roos_2022,Perfluoroalkyl substances in circum-Arctic Rangifer: caribou and reindeer,2022,Greenland,LR,
P_0276,Roscales_2019,Spatial and Interspecies Heterogeneity in Concentrations of Perfluoroalkyl Substances (PFASs) in Seabirds of the Southern Ocean,2019,Spain,CV,
P_0551,Roscales_2022,Levels and trends of perfluoroalkyl acids (PFAAs) in water (2013-2020) and fish from selected riverine basins in Spain,2022,Spain,LR,
P_0277,Rotander_2012,"Increasing levels of long-chain perfluorocarboxylic acids (PFCAs) in Arctic and North Atlantic marine mammals, 1984-2009",2012,Sweden,CV,
P_0483,Route_2014,Spatial and Temporal Patterns in Concentrations of Perfluorinated Compounds in Bald Eagle Nestlings in the Upper Midwestern United States,2014,USA,LR,
P_0279,Routti_2014,Contaminant levels in the world's northernmost harbor seals (Phoca vitulina),2014,Norway,CV,
P_0280,Routti_2015,"Perfluoroalkyl substances detected in the world's southernmost marine mammal, the Weddell seal (Leptonychotes weddellii)",2015,Norway,CV,
P_0045,Routti_2016,Spatial and temporal trends in perfluoroalkyl substances (PFASs) in ringed seals (Pusa hispida) from Svalbard,2016,Norway,CV,
P_0050,Routti_2017,Emission Changes Dwarf the Influence of Feeding Habits on Temporal Trends of Per- and Polyfluoroalkyl Substances in Two Arctic Top Predators,2017,Norway,CV,
P_0278,Routti_2019,Contaminants in Atlantic walruses in Svalbard Part 2: Relationships with endocrine and immune systems,2019,Norway,CV,
P_0281,Rubarth_2011,Perfluorinated compounds in red-throated divers from the German Baltic Sea: New findings from their distribution in 10 different tissues,2011,Germany,CV,
P_0268,Ruedel_2011,"Survey of patterns, levels, and trends of perfluorinated compounds in aquatic organisms and bird eggs from representative German ecosystems",2011,Germany,CV,
P_0417,Russell_2019,Per- and polyfluoroalkyl substances in two different populations of northern cardinals,2019,USA,CV,
P_0282,Salice_2018,Ecological risk assessment of perfluooroctane sulfonate to aquatic fauna from a bayou adjacent to former fire training areas at a US Air Force installation,2018,USA,CV,Excluded
P_0636,Savoca_2021,Presence and biodistribution of perfluorooctanoic acid (PFOA) in Paracentrotus lividus highlight its potential application for environmental biomonitoring,2021,Italy,LR,
P_0283,Schiavone_2009,"Perfluorinated contaminants in fur seal pups and penguin eggs from South Shetland, Antarctica",2009,Italy,CV,
P_0284,Schubert_2016,Persistent organic pollutants in Baltic herring (Clupea harengus)â€”an aspect of gender,2016,Germany,CV,
P_0285,Schuetze_2010,Occurrence and assessment of perfluorinated chemicals in wild fish from Northern Germany,2010,Germany,CV,
P_0286,Schultes_2020,Temporal Trends (1981 to 2013) of Per- and Polyfluoroalkyl Substances and Total Fluorine in Baltic cod (Gadus morhua),2020,Sweden,CV,
P_0035,Schultes_2020,High Concentrations of Unidentified Extractable Organofluorine Observed in Blubber from a Greenland Killer Whale (Orcinus orca),2020,Sweden,CV,
P_0287,Schwarz_2016,Peregrine falcon egg pollutants: Mirror Stockholm POPs list including methylmercury,2016,Germany,CV,
P_0359,Sciancalepore_2021,Evaluation of per- and poly-fluorinated alkyl substances (PFAS) in livers of bottlenose dolphins (Tursiops truncatus) found stranded along the northern Adriatic Sea.,2021,Italy,LR,
P_0288,Scotter_2019,"Contaminants in Atlantic walruses in Svalbard part 1: Relationships between exposure, diet and pathogen prevalence",2019,Norway,CV,
P_0031,Sebastiano_2020,Exposure to PFAS is associated with telomere length dynamics and demographic responses of an arctic top predator,2020,France,CV,
P_0376,Sebastiano_2021,High levels of fluoroalkyl substances and potential disruption of thyroid hormones in three gull species from SouthWestern France,2021,France,LR,
P_0289,Sedlak_2012,Perfluoroalkyl compounds (PFCs) in wildlife from an urban estuary,2012,USA,CV,
P_0014,Sedlak_2017,"Per- and polyfluoroalkyl substances (PFASs) in San Francisco Bay wildlife: Temporal trends, exposure pathways, and notable presence of precursor compounds",2017,USA,CV,
P_0639,Semerad_2022,"The driving factors of per- and polyfluorinated alkyl substance (PFAS) accumulation in selected fish species: The influence of position in river continuum, fish feed composition, and pollutant properties",2022,Czech Republic,LR,
P_0290,Senthilkumar_2007,"Perfluorinated compounds in river water, river sediment, market fish, and wildlife samples from Japan",2007,USA,CV,
P_0049,Seo_2019,Matrix-specific distribution and compositional profiles of perfluoroalkyl substances (PFASs) in multimedia environments,2019,South Korea,CV,
P_0381,Sharp_2020,"Per‐ and Polyfluoroalkyl Substances in Ducks and the Relationship with Concentrations in Water, Sediment, and Soil",2020,Australia,LR,
P_0291,Shaw_2009,Specific accumulation of perfluorochemicals in harbor seals (Phoca vitulina concolor) from the northwest Atlantic,2009,USA,CV,
P_0292,Shi_2010,Occurrence of perfluorinated compounds in fish from Qinghai-Tibetan Plateau,2010,China,CV,
P_0667,Shi_2012,"Distribution of perfluorinated compounds in water, sediment, biota and floating plants in Baiyangdian Lake, China",2012,China,CV,
P_0352,Shi_2015,Tissue Distribution and Whole Body Burden of the Chlorinated Polyfluoroalkyl Ether Sulfonic Acid F‑53B in Crucian Carp (Carassius carassius): Evidence for a Highly Bioaccumulative Contaminant of Emerging Concern,2015,China,CV,
P_0438,Shi_2018,"Probing the Differential Tissue Distribution and Bioaccumulation Behavior of Per- and Polyfluoroalkyl Substances of Varying Chain-Lengths, Isomeric Structures and Functional Groups in Crucian Carp",2018,China,LR,
P_0403,Shi_2020,Tissue distribution and bioaccumulation of a novel polyfluoroalkyl benzenesulfonate in crucian carp,2020,China,CV,
P_0293,Simmonet-Laprade_2019,Investigation of the spatial variability of poly- and perfluoroalkyl substance trophic magnification in selected riverine ecosystems,2019,France,CV,
P_0294,Simmonet-Laprade_2019,Biomagnification of perfluoroalkyl acids (PFAAs) in the food web of an urban river: assessment of the trophic transfer of targeted and unknown precursors and implications,2019,France,CV,
P_0295,Sinclair_2006,"Occurrence of perfluoroalkyl surfactants in water, fish, and birds from New York State",2006,USA,CV,
P_0296,Sletten_2016,"Organohalogenated contaminants in white-tailed eagle (Haliaeetus albicilla) nestlings: An assessment of relationships to immunoglobulin levels, telomeres and oxidative stress",2016,Norway,CV,
P_0542,Smithwick_2005,Circumpolar study of perfluoroalkyl contaminants in polar bears (Ursus maritimus),2005,Canada,LR,
P_0543,Smithwick_2005,Perflouroalkyl contaminants in liver tissue from East Greenland polar bears (Ursus maritimus),2005,Canada,LR,
P_0536,Smithwick_2006,"Temporal trends of perfluoroalkyl contaminants in polar bears (Ursus maritimus) from two locations in the North American Arctic, 1972-2002",2006,Canada,LR,
P_0573,Smythe_2018,Temporal trends of brominated and fluorinated contaminants in Canadian Arctic beluga (Delphinapterus leucas),2018,Canada,CV,
P_0538,So_2006,Alkaline digestion and solid phase extraction method for perfluorinated compounds in mussels and oysters from south China and Japan,2006,China,LR,
P_0616,Sol�_2021,Biochemical aspects of susceptibility to stressors in two small cyprinids Squalius laietanus and Barbus meridionalis from the NW Mediterranean,2021,Spain,CV,
P_0297,Song_2020,A Matrix-Correction Approach to Estimate the Bioaccumulation Potential of Emerging PFASs,2020,China,CV,
P_0298,Sonne_2012,Blood plasma clinical-chemical parameters as biomarker endpoints for organohalogen contaminant exposure in Norwegian raptor nestlings,2012,Denmark,CV,
P_0299,Sonne_2012,Temporal monitoring of liver and kidney lesions in contaminated East Greenland polar bears (Ursus maritimus) during 1999-2010,2012,Denmark,CV,
P_0300,Spaan_2020,Fluorine Mass Balance and Suspect Screening in Marine Mammals from the Northern Hemisphere,2020,Sweden,CV,
P_0486,Squadrone_2014,Fish consumption as a source of human exposure to perfluorinated alkyl substances in Italy: Analysis of two edible fish from Lake Maggiore,2014,Italy,LR,
P_0471,Squadrone_2015,"Perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA): emerging contaminants of increasing concern in fish from Lake Varese, Italy",2015,Italy,CV,
P_0586,Stahl_2012,"Perfluorooctanoic Acid and Perfluorooctane Sulfonate in Liver and Muscle Tissue from Wild Boar in Hesse, Germany",2012,Germany,LR,
P_0482,Stahl_2014,Perfluorinated compounds in fish from U.S. urban rivers and the Great Lakes,2014,USA,LR,
P_0553,Stockin_2021,"Per- and polyfluoroalkyl substances (PFAS), trace elements and life history parameters of mass-stranded common dolphins (Delphinus delphis) in New Zealand",2021,New Zealand,LR,
P_0301,Su_2017,Contaminants of emerging concern in Caspian tern compared to herring gull eggs from Michigan colonies in the Great Lakes of North America,2017,Canada,CV,
P_0302,Sun_2019,White-Tailed Eagle (Haliaeetus albicilla) Body Feathers Document Spatiotemporal Trends of Perfluoroalkyl Substances in the Northern Environment,2019,Belgium,CV,
P_0388,Sun_2020,"Perfluoroalkyl acids and sulfonamides and dietary, biological and ecological associations in peregrine falcons from the Laurentian Great Lakes Basin, Canada",2020,China,CV,
P_0043,Sun_2021,Influence of perfluoroalkyl acids and other parameters on circulating thyroid hormones and immune-related microRNA expression in free-ranging nestling peregrine falcons,2021,China,CV,
P_0303,Surma_2015,Determination of perfluorinated sulfonate and perfluorinated acids in tissues of free-living European beaver (castor fiber L.) by d-SPE/micro-UHPLC-MS/MS,2015,Poland,CV,
P_0304,Svihlikova_2015,Perfluoroalkyl substances (PFASs) and other halogenated compounds in fish from the upper Labe River basin,2015,Czech Republic,CV,
P_0305,Szabo_2021,Correlations between Per- and Polyfluoroalkyl Substances and Body Morphometrics in Fledgling Shearwaters Impacted by Plastic Consumption from a Remote Pacific Island,2021,Australia,CV,
P_0548,Taniyasu_2003,"A survey of perfluorooctane sulfonate and related perfluorinated organic compounds in water, fish, birds, and humans from Japan",2003,Japan,LR,
P_0633,Taniyasu_2013,Perfluoroalkyl Substances in the Blood of Wild Rats and Mice from 47 Prefectures in Japan: Use of Samples from Nationwide Specimen Bank,2013,Japan,CV,
P_0007,Tao_2006,"Perfluorooctanesulfonate and Related Fluorochemicals in Albatrosses, Elephant Seals, Penguins, and Polar Skuas from the Southern Ocean",2006,USA,CV,
P_0307,Tartu_2014,Endocrine and Fitness Correlates of Long-Chain Perfluorinated Carboxylates Exposure in Arctic Breeding Black-Legged Kittiwakes,2014,France,CV,
P_0015,Tartu_2017,Diet and metabolic state are the main factors determining concentrations of perfluoroalkyl substances in female polar bears from Svalbard,2017,Norway,CV,
P_0445,Tartu_2017,Multiple-stressor effects in an apex predator: Combined influence of pollutants and sea ice decline on lipid metabolism in polar bears,2017,Norway,LR,
P_0306,Tartu_2018,Choose Your Poison - Space-Use Strategy Influences Pollutant Exposure in Barents Sea Polar Bears,2018,Norway,CV,
P_0056,Taylor_2016,Preliminary investigation of perfluoroalkyl substances in exploited fishes of two contaminated estuaries,2016,Australia,CV,
P_0309,Taylor_2018,First reports of per- and poly-fluoroalkyl substances (PFASs) in Australian native and introduced freshwater fish and crustaceans,2018,Australia,CV,
P_0311,Taylor_2018,Utility of fur as a biomarker for persistent organic pollutants in Australian fur seals (Arctocephalus pusillus doriferus),2018,Australia,CV,
P_0434,Taylor_2018,Bioaccumulation of perfluoroalkyl substances in exploited fish and crustaceans: Spatial trends across two estuarine systems,2018,Australia,LR,
P_0308,Taylor_2019,Factors affecting spatial and temporal patterns in perfluoroalkyl acid (PFAA) concentrations in migratory aquatic species: a case study of an exploited crustacean,2019,Australia,CV,
P_0310,Taylor_2019,Metabolomic profiles associated with exposure to per- And polyfluoroalkyl substances (PFASs) in aquatic environments,2019,Australia,CV,
P_0416,Taylor_2019,Do conventional cooking methods alter concentrations of per- and polyfluoroalkyl substances (PFASs) in seafood?,2019,Australia,CV,
P_0425,Taylor_2019,"Survey design for quantifying perfluoroalkyl acid concentrations in fish, prawns and crabs to assess human health risks",2019,Australia,LR,
P_0387,Taylor_2020,Animal size impacts perfluoroalkyl acid (PFAA) concentrations in muscle tissue of estuarine fish and invertebrate species,2020,Australia,LR,
P_0054,Taylor_2021,Migration histories and perfluoroalkyl acid (PFAA) loads in an estuarine        fish: A novel union of analyses to understand variation in contaminant        concentrations,2021,Australia,CV,
P_0364,Taylor_2021,Per and polyfluoroalkyl substances (PFAS) at high concentrations in neonatal Australian pinnipeds,2021,Australia,LR,
P_0608,Taylor_2021,Trial of a novel experimental design to test depuration of PFASs from the edible tissues of Giant Mud Crab following exposure under natural conditions in the wild,2021,Australia,LR,
P_0312,Terechovs_2019,Occurrence and bioconcentration of micropollutants in Silver Perch (Bidyanus bidyanus) in a reclaimed water reservoir,2019,Australia,CV,
P_0556,Teunen_2021,"PFAS accumulation in indigenous and translocated aquatic organisms from Belgium, with translation to human and ecological health risk",2021,Belgium,CV,
P_0313,Thompson_2011,"Perfluorinated alkyl acids in water, sediment and wildlife from Sydney Harbour and surroundings",2011,Australia,CV,
P_0450,Tipton_2017,Analysis of PFAAs in American alligators part 2: Potential dietary exposure of South Carolina hunters from recreationally harvested alligator meat,2017,USA,LR,
P_0545,Tittlemeier_2005,Development and characterization of a solvent extraction-gas chromatographic/mass spectrometric method for the analysis of perfluorooctanesulfonamide compounds in solid matrices,2005,Canada,LR,
P_0314,Tomy_2004,Fluorinated organic compounds in an Eastern arctic marine food web,2004,Canada,CV,
P_0353,Tomy_2009,Trophodynamics of some PFCs and BFRs in a western Canadian Arctic marine food web,2009,Canada,CV,
P_0544,Toschik_2005,"Effects of contaminant exposure on reproductive success of ospreys (Pandion haliaetus) nesting in Delaware River and Bay, USA",2005,USA,LR,
P_0554,Trimmel_2021,Rapid Determination of Per- and Polyfluoroalkyl Substances (PFAS) in Harbour Porpoise Liver Tissue by HybridSPE (R)-UPLC (R)-MS/MS,2021,Norway,LR,
P_0492,Ullah_2014,Temporal trends of perfluoroalkane sulfonic acids and their sulfonamide-based precursors in herring from the Swedish west coast 1991-2011 including isomer-specific considerations,2014,Sweden,LR,
P_0578,Valdersnes_2017,Geographical trends of PFAS in cod livers along the Norwegian coast,2017,Norway,CV,
P_0315,Valsecchi_2021,"Per- and Polyfluoroalkyl Substances (PFAS) in Fish from European Lakes: Current Contamination Status, Sources, and Perspectives for Monitoring",2021,Italy,CV,
P_0037,Valsecchi_2021,"Perfluoroalkyl Substances (PFASs) in Fish from European Lakes: Current Contamination Status, Sources, and Perspectives for Monitoring",2021,Italy,CV,
P_0659,Van_de_Vijer_2004,Baseline study of perfluorochemicals in harbour porpoises (Phocoena phocoena) from Northern Europe,2004,Belgium,LR,
P_0654,van_Leeuwen_2009,Significant improvements in the analysis of perfluorinated compounds in water and fish: Results from an interlaboratory method evaluation study,2009,Netherlands,LR,
P_0400,VanderSchyff_2020,"Perfluoroalkyl substances (PFAS) in tern eggs from St. Brandon's Atoll, Indian Ocean",2020,South Africa,CV,
P_0317,VanDeVijver_2003,Perfluorinated Chemicals Infiltrate Ocean Waters: Link between Exposure Levels and Stable Isotope Ratios in Marine Mammals,2003,Belgium,CV,
