Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment
P_0500,Capreolus capreolus,Roe deer,Mammalia,species,
P_0501,Alosa pseudoharengus,Alewife,Actinopterygii,species,
P_0501,Cottus cognatus,Slimy sculpin,Actinopterygii,species,
P_0501,Diporeia,Amphipod_genus_2,Malacostraca,genus,
P_0501,Mysis relicta,Opossum shrimp,Malacostraca,species,
P_0501,Neogobius melanostomus,Round goby,Actinopterygii,species,
P_0501,Osmerus mordax,Rainbow smelt,Actinopterygii,species,
P_0501,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0502,Bivalvia,Clam_class,Bivalvia,class,
P_0502,Merluccius merluccius,European hake,Actinopterygii,species,
P_0502,Metapenaeus monoceros,Speckled shrimp,Malacostraca,species,
P_0502,Mullus,Mullet_genus_1,Actinopterygii,genus,
P_0502,Sardina pilchardus,European sardine,Actinopterygii,species,
P_0502,Sepiida,Cuttlefish_order,Cephalopoda,order,
P_0502,Thunnini,Tuna_tribe,Actinopterygii,tribe,
P_0503,Larus michahellis,Yellow-legged gull,Aves,species,
P_0504,Larus audouinii,Audouin's gull,Aves,species,
P_0504,Larus michahellis,Yellow-legged gull,Aves,species,
P_0505,Phoca vitulina,Harbour seal,Mammalia,species,
P_0506,Larus argentatus,Herring gull,Aves,species,
P_0508,Notropis cornutus,Common shiner,Actinopterygii,species,
P_0509,Strix aluco,Tawny owl,Aves,species,
P_0510,Anura,Frog_order,Amphibia,order,
P_0510,Bivalvia,Clam_class,Bivalvia,class,
P_0510,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0510,Caridea,True shrimp_infraorder,Malacostraca,infraorder,
P_0510,Cobitoidea,Loach_superfamily,Actinopterygii,superfamily,used name: Pica serica
P_0510,Gastropoda,Gastropod_class,Gastropoda,class,used name: Liza haematocheila
P_0510,Osteichthyes,Bony fish_superclass,Actinopterygii,superclass,used name: Liza haematocheila
P_0511,Halichoerus grypus,Grey seal,Mammalia,species,
P_0512,Caretta caretta,Loggerhead sea turtles,Reptilia,species,
P_0513,Cyprinidae,Carp_family,Actinopterygii,family,
P_0513,Cypriniformes,Longnose dace_order,Actinopterygii,order,
P_0513,Etheostomatinae,Johnny darter_family,Actinopterygii,family,
P_0513,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0513,Rhinichthys atratulus,Blacknose dace,Actinopterygii,species,
P_0514,Falco peregrinus,Peregrine falcon,Aves,species,
P_0515,Larus argentatus,Herring gull,Aves,species,
P_0516,Bivalvia,Clam_class,Bivalvia,class,
P_0516,Brachyura,Crab_infraorder,Malacostraca,infraorder,
P_0516,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0516,Gastropoda,Gastropod_class,Gastropoda,class,
P_0516,Littorina brevicula,Periwinkle snail,Gastropoda,species,
P_0516,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0516,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0516,Sebastes schlegelii,Korean rockfish,Actinopterygii,species,
P_0516,Spisula solidissima,Surf clam,Bivalvia,species,
P_0517,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0517,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0517,Pomoxis nigromaculatus,Black crappie,Actinopterygii,species,
P_0518,Clinocardium californiense,Aleutian cockle,Bivalvia,species,
P_0518,Solen strictus,Gould's razor clam,Bivalvia,species,
P_0519,Amusium pleuronectes,Asian moon scallop,Bivalvia,species,
P_0519,Chlamys farreri,Zhikong scallop,Bivalvia,species,
P_0519,Crassostrea talienwhanensis,Dalianwan oyster,Bivalvia,species,
P_0519,Mactra chinensis,Saltwater clam,Bivalvia,species,
P_0519,Mactra veneriformis,Japanese surf clam,Bivalvia,species,
P_0519,Meretrix meretrix,Asiatic hard clam,Bivalvia,species,
P_0519,Mya arenaria,Sand gaper,Bivalvia,species,
P_0519,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0519,Neverita didyma,Bladder moon snail,Gastropoda,species,
P_0519,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0519,Scapharca subcrenata,Hongkong clam,Bivalvia,species,
P_0520,Accipiter nisus,Eurasian sparrowhawk,Aves,species,
P_0520,Ardea cinerea,Grey heron,Aves,species,
P_0520,Larus argentatus,Herring gull,Aves,species,
P_0520,Pica pica,Eurasian magpie,Aves,species,
P_0520,Streptopelia decaocto,Eurasian collared dove,Aves,species,
P_0521,Pagophila eburnea,Ivory gull,Aves,species,
P_0522,Atrina serrata,Sawtooth pen clam,Bivalvia,species,
P_0522,Bairdiella chrysoura,Silver perch,Actinopterygii,species,
P_0522,Centropristis striata,Black sea bass,Actinopterygii,species,
P_0522,Dasyatis americana,Southern stingray,Chondrichthyes,species,
P_0522,Haemulon aurolineatum,Tomtate,Actinopterygii,species,
P_0522,Leiostomus xanthurus,Spotfish,Actinopterygii,species,
P_0522,Menticirrhus americanus,Southern kingfish,Actinopterygii,species,
P_0522,Micropogonias undulatus,Atlantic croaker,Actinopterygii,species,
P_0522,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0522,Opsanus tau,Oyster toadfish,Actinopterygii,species,
P_0522,Penaeus setiferus,Atlantic white shrimp,Malacostraca,species,
P_0522,Prionotus,Sea robin_genus,Actinopterygii,genus,
P_0522,Rhizoprionodon terranovae,Atlantic sharp-nose shark,Chondrichthyes,species,
P_0522,Siluriformes,Catfish_order,Actinopterygii,order,
P_0522,Sphyrna tiburo,Bonnethead shark,Chondrichthyes,species,
P_0522,Synodus foetens,Inshore lizardfish,Actinopterygii,species,
P_0523,Enhydra lutris,Sea otter,Mammalia,species,
P_0524,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0524,Lota lota,Burbot,Actinopterygii,species,used name: Potamo antipodarum
P_0524,Perca fluviatilis,European perch,Actinopterygii,species,
P_0524,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0524,Salmo trutta,Brown trout,Actinopterygii,species,
P_0525,Neophocaena phocaenoides,Finless porpoise,Mammalia,species,
P_0525,Sousa chinensis,Indo-pacific humpback dolphin,Mammalia,species,
P_0526,Alosa pseudoharengus,Alewife,Actinopterygii,species,
P_0526,Cottus cognatus,Slimy sculpin,Actinopterygii,species,
P_0526,Diporeia hoyi,Amphipod_4,Malacostraca,species,
P_0526,Mysis relicta,Opossum shrimp,Malacostraca,species,
P_0526,Osmerus mordax,Rainbow smelt,Actinopterygii,species,
P_0526,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0527,Erignathus barbatus,Bearded seal,Mammalia,species,
P_0527,Histriophoca fasciata,Ribbon seal,Mammalia,species,
P_0527,Phoca largha,Spotted seal,Mammalia,species,
P_0527,Pusa hispida,Ringed seal,Mammalia,species,
P_0528,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0529,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0530,Pusa hispida,Ringed seal,Mammalia,species,
P_0531,Enhydra lutris,Sea otter,Mammalia,species,
P_0532,Larus argentatus,Herring gull,Aves,species,
P_0533,Pusa hispida,Ringed seal,Mammalia,species,
P_0534,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0535,Chinemys reevesii,Chinese pond turtle,Reptilia,species,
P_0535,Trachemys scripta elegans,Red-eared slider,Reptilia,species,
P_0536,Ursus maritimus,Polar bear,Mammalia,species,
P_0537,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0537,Somateria mollissima,Common eider,Aves,species,
P_0538,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0538,Perna viridis,Green-lipped mussel,Bivalvia,species,
P_0539,Caretta caretta,Loggerhead sea turtles,Reptilia,species,
P_0539,Lepidochelys kempii,Kemp's ridley sea turtle,Reptilia,species,
P_0540,Ursus maritimus,Polar bear,Mammalia,species,
P_0541,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0542,Ursus maritimus,Polar bear,Mammalia,species,
P_0543,Ursus maritimus,Polar bear,Mammalia,species,
P_0544,Pandion haliaetus,Osprey,Aves,species,
P_0545,Delphinapterus leucas,Beluga whale,Mammalia,species,
P_0545,Monodon monoceros,Narwhal ,Mammalia,species,
P_0546,Alosa pseudoharengus,Alewife,Actinopterygii,species,
P_0546,Diporeia,Amphipod_genus_2,Malacostraca,genus,
P_0546,Myoxocephalus thompsonii,Deepwater sculpin,Actinopterygii,species,
P_0546,Mysis,Mysid_genus,Malacostraca,genus,
P_0546,Osmerus mordax,Rainbow smelt,Actinopterygii,species,
P_0546,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0547,Catostomus commersonii,White sucker,Actinopterygii,species,
P_0547,Cepphus grylle,Black guillemot,Aves,species,
P_0547,Coregonus clupeaformis,Lake whitefish,Actinopterygii,species,
P_0547,Esox lucius,Northern pike,Actinopterygii,species,
P_0547,Fulmarus glacialis,Northern fulmar,Aves,species,
P_0547,Gavia immer,Common loon,Aves,species,
P_0547,Mustela vison,American mink_1,Mammalia,species,
P_0547,Myoxocephalus scorpioides,Arctic sculpin,Actinopterygii,species,
P_0547,Pusa hispida,Ringed seal,Mammalia,species,
P_0547,Salvelinus fontinalis,Brook trout,Actinopterygii,species,
P_0547,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0547,Ursus maritimus,Polar bear,Mammalia,species,
P_0547,Vulpes lagopus,Arctic fox,Mammalia,species,
P_0548,Acanthopagrus australis,Yellowfin bream,Actinopterygii,species,
P_0548,Acanthopagrus schlegeli,Black seabream,Actinopterygii,species,
P_0548,Anas acuta,Pintail duck,Aves,species,
P_0548,Anas platyrhynchos,Mallard,Aves,species,
P_0548,Argyrosomus argentatus,White croaker,Actinopterygii,species,
P_0548,Caranx ignobilis,Giant trevally,Actinopterygii,species,
P_0548,Conger myriaster,Conger eel,Actinopterygii,species,
P_0548,Corvus corone,Carrion crow,Aves,species,
P_0548,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0548,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,
P_0548,Larus crassirostris,Black-tailed gull,Aves,species,
P_0548,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,
P_0548,Lepomis macrochirus,Bluegill sunfish,Actinopterygii,species,
P_0548,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0548,Milvus lineatus,Black-eared kite,Aves,species,
P_0548,Nematalosa come,Perth herring,Actinopterygii,species,
P_0548,Pagrus major,Red seabream,Actinopterygii,species,
P_0548,Paralichthys olivaceus,Japanese flounder,Actinopterygii,species,
P_0548,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0548,Planiliza haematocheila,Redlip mullet,Actinopterygii,species,
P_0548,Pleuronectidae,Flatfish_family,Actinopterygii,family,
P_0548,Sebastes inermis,Rockfish,Actinopterygii,species,
P_0548,Sebastiscus marmoratus,Japanese stingfish,Actinopterygii,species,
P_0548,Stephanolepis cirrhifer,Filefish,Actinopterygii,species,
P_0548,Thamnaconus modestus,Black scraper,Actinopterygii,species,
P_0548,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,
P_0548,Trachurus japonicus,Japanese scad,Actinopterygii,species,
P_0548,Tropidinius amoenus,Ornate jobfish,Actinopterygii,species,
P_0549,Callorhinus ursinus,Northern fur seal,Mammalia,species,
P_0549,Enhydra lutris,Sea otter,Mammalia,species,
P_0549,Eumetopias jubatus,Steller sea lion,Mammalia,species,
P_0549,Halichoerus grypus,Grey seal,Mammalia,species,
P_0549,Kogia breviceps,Pygmy sperm whale,Mammalia,species,
P_0549,Leptonychotes weddellii,Weddell seal,Mammalia,species,
P_0549,Lutra canadensis,River otter,Mammalia,species,
P_0549,Mirounga angustirostris,Northern elephant seal,Mammalia,species,
P_0549,Phoca vitulina,Harbour seal,Mammalia,species,
P_0549,Pusa hispida,Ringed seal,Mammalia,species,
P_0549,Stenella clymene,Short-snouted spinner dolphin,Mammalia,species,
P_0549,Stenella coeruleoalba,Striped dolphin,Mammalia,species,
P_0549,Steno bredanensis,Rough-toothed dolphin,Mammalia,species,
P_0549,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0549,Ursus maritimus,Polar bear,Mammalia,species,
P_0549,Zalophus californianus,California sea lion,Mammalia,species,
P_0550,Abramis brama,Common bream,Actinopterygii,species,
P_0550,Buteo buteo,Common buzzard,Aves,species,
P_0550,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0550,Lutra lutra,Eurasian otter,Mammalia,species,
P_0550,Phoca vitulina,Harbour seal,Mammalia,species,
P_0550,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0550,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0550,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0551,Alburnus alburnus,Common bleak,Actinopterygii,species,
P_0551,Ameiurus melas,Black bullhead catfish,Actinopterygii,species,
P_0551,Anguilla anguilla,European eel,Actinopterygii,species,
P_0551,Carassius auratus,Goldfish,Actinopterygii,species,
P_0551,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0551,Esox lucius,Northern pike,Actinopterygii,species,
P_0551,Gambusia holbrooki,Eastern mosquito fish,Actinopterygii,species,
P_0551,Gobio lozanoi,Iberian gudgeon,Actinopterygii,species,
P_0551,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0551,Luciobarbus bocagei,Iberian barbel,Actinopterygii,species,
P_0551,Parachondrostoma miegii,Ebro nase,Actinopterygii,species,
P_0551,Salmo trutta,Brown trout,Actinopterygii,species,
P_0551,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0551,Scardinius erythrophthalmus,Common rudd,Actinopterygii,species,
P_0551,Squalius cephalus,European chub,Actinopterygii,species,
P_0552,Alburnus alburnus,Common bleak,Actinopterygii,species,
P_0552,Aspius aspius,Asp,Actinopterygii,species,
P_0552,Blicca bjoerkna,White bream,Actinopterygii,species,
P_0552,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0552,Esox lucius,Northern pike,Actinopterygii,species,
P_0552,Perca fluviatilis,European perch,Actinopterygii,species,
P_0552,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0552,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0553,Delphinus delphis,Common dolphin,Mammalia,species,
P_0554,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0555,Ardenna gravis,Great shearwater,Aves,species,
P_0555,Larus argentatus,Herring gull,Aves,species,
P_0555,Leucophaeus atricilla,Laughing gull,Aves,species,
P_0555,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0555,Thalasseus maximus,Royal tern,Aves,species,
P_0555,Thalasseus sandvicensis,Sandwich tern,Aves,species,
P_0556,Anguilla anguilla,European eel,Actinopterygii,species,
P_0556,Perca fluviatilis,European perch,Actinopterygii,species,
P_0559,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0559,Microstomus kitt,Lemon sole,Actinopterygii,species,
P_0559,Platichthys flesus,European flounder,Actinopterygii,species,
P_0559,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0561,Bufo raddei,Mongolian toad,Amphibia,species,
P_0561,Carassius auratus,Goldfish,Actinopterygii,species,
P_0561,Channa argus,Northern snakehead,Actinopterygii,species,
P_0561,Cipangopaludina chinensis,Trapdoor snail,Gastropoda,species,
P_0561,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0561,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,
P_0561,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0561,Konosirus punctatus,Dotted gizzard shad,Actinopterygii,species,
P_0561,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,
P_0561,Liza dussumieri,Bangladesh mullet,Actinopterygii,species,
P_0561,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,
P_0561,Megalobrama terminalis,Triangular bream,Actinopterygii,species,
P_0561,Misgurnus anguillicaudatus,Loach,Actinopterygii,species,
P_0561,Pelodiscus sinensis,Chinese softshell turtle,Reptilia,species,
P_0561,Procambarus clarkii,Red swamp crayfish,Malacostraca,species,
P_0561,Silurus asotus,Amur catfish,Actinopterygii,species,
P_0561,Whitmania pigra,Medicinal leech,Clitellata,species,
P_0565,Abramis brama,Common bream,Actinopterygii,species,
P_0565,Coregonus renke,Whitefish_1,Actinopterygii,species,
P_0565,Perca fluviatilis,European perch,Actinopterygii,species,
P_0565,Squalius cephalus,European chub,Actinopterygii,species,
P_0566,Carassius auratus,Goldfish,Actinopterygii,species,
P_0566,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0566,Erythroculter dabryi,Lake skygazer,Actinopterygii,species,
P_0566,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0566,Pseudohemiculter dispar,Vietnamese ray-finned fish,Actinopterygii,species,
P_0566,Siniperca chuatsi,Chinese perch,Actinopterygii,species,
P_0567,Capreolus capreolus,Roe deer,Mammalia,species,
P_0567,Cervus elaphus,Red deer,Mammalia,species,
P_0567,Rupicapra rupicapra,Chamois,Mammalia,species,
P_0567,Sus scrofa,Wild boar,Mammalia,species,
P_0568,Amphioctopus fangsiao,Shortarm octopus,Cephalopoda,species,
P_0568,Charybdis japonica,Asian paddle crab,Malacostraca,species,
P_0568,Cynoglossus abbreviatus,Joyner's tongue sole,Actinopterygii,species,
P_0568,Octopus variabilis,Whiparm octopus,Cephalopoda,species,
P_0568,Oratosquilla oratoria,Mantis shrimp,Malacostraca,species,
P_0568,Pampus argenteus,Silver pomfret,Actinopterygii,species,
P_0568,Penaeus vannamei,Whiteleg prawn,Malacostraca,species,
P_0568,Portunus trituberculatus,Gazami crab,Malacostraca,species,
P_0568,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0568,Ruditapes philippinarum,Manila clam,Bivalvia,species,
P_0568,Scomberomorus niphonius,Japanese spanish mackerel,Actinopterygii,species,
P_0568,Sepiella maindroni,Indo-pacific cuttlefish,Cephalopoda,species,
P_0568,Sinonovacula constricta,Chinese razor clam,Bivalvia,species,
P_0568,Trichiurus lepturus,Largehead hairtail,Actinopterygii,species,
P_0570,Globicephala melas,Long-finned pilot whale,Mammalia,species,
P_0573,Delphinapterus leucas,Beluga whale,Mammalia,species,
P_0574,Erpobdela octoculata,European leech,Clitellata,species,
P_0574,Hydropsyche,Caddisfly_genus,Insecta,genus,
P_0574,Salmo trutta,Brown trout,Actinopterygii,species,
P_0576,Barbus tyberinus,Horse barbel,Actinopterygii,species,
P_0576,Fulica atra,Eurasian coot,Aves,species,used name: Racoma biddulphi
P_0576,Lumbricus terrestris,Common earthworm,Clitellata,species,used name: Racoma tibetanus
P_0576,Salmo trutta,Brown trout,Actinopterygii,species,
P_0577,Cambaridae,Freshwater crayfish_family,Malacostraca,family,
P_0577,Centrarchidae,Sunfish_family,Actinopterygii,family,
P_0577,Cyprinidae,Carp_family,Actinopterygii,family,
P_0577,Ictaluridae,North american catfish_family,Actinopterygii,family,
P_0577,Poeciliidae,Tooth-carp_family,Actinopterygii,family,
P_0578,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0579,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0579,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0579,Limecola balthica,Baltic macoma,Bivalvia,species,
P_0581,Atherina,Mediterranean smelt_genus,Actinopterygii,genus,
P_0581,Carcinus aestuarii,Mediterranean green crab,Malacostraca,species,
P_0581,Gobius niger,Black goby,Actinopterygii,species,
P_0581,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0581,Palaemon serratus,Common prawn,Malacostraca,species,
P_0581,Parablennius,Combtooth blenny_genus,Actinopterygii,genus,
P_0581,Ruditapes decussatus,Grooved carpet shell,Bivalvia,species,
P_0581,Zosterisessor ophiocephalus,Grass goby,Actinopterygii,species,
P_0582,Dicentrarchus labrax,European bass,Actinopterygii,species,
P_0583,Ursus maritimus,Polar bear,Mammalia,species,
P_0586,Sus scrofa,Wild boar,Mammalia,species,
P_0587,Abramis brama,Common bream,Actinopterygii,species,
P_0587,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0587,Channa argus,Northern snakehead,Actinopterygii,species,
P_0587,Channa punctata,Spotted snakehead,Actinopterygii,species,
P_0587,Ctenopharyngodon idella,Grass carp,Actinopterygii,species,
P_0587,Cynoglossus lingua,Cynoglossus lingua,Actinopterygii,species,
P_0587,Epinephelus coioides,Orange-spotted grouper,Actinopterygii,species,
P_0587,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,
P_0587,Monopterus albus,Ricefield eel,Actinopterygii,species,
P_0587,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0587,Nemipterus virgatus,Golden threadfin bream,Actinopterygii,species,
P_0587,Oreochromis aureus,Blue tilapia,Actinopterygii,species,
P_0587,Platycephalus indicus,Bartail flathead,Actinopterygii,species,
P_0587,Priacanthidae,Bigeye_family,Actinopterygii,family,
P_0587,Siganus guttatus,Goldspotted rabbitifish,Actinopterygii,species,
P_0587,Siluriformes,Catfish_order,Actinopterygii,order,
P_0587,Siniperca scherzeri,Golden mandarin fish,Actinopterygii,species,
P_0588,Carassius auratus,Goldfish,Actinopterygii,species,used name: Sepiella heylei
P_0588,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0588,Pseudorasbora parva,Stone moroco,Actinopterygii,species,
P_0590,Crassostrea gigas,Pacific oyster,Bivalvia,species,
P_0590,Dreissena polymorpha,Zebra mussel,Bivalvia,species,
P_0590,Engraulis encrasicolus,European anchovy,Actinopterygii,species,
P_0590,Hydropsyche exocellata,Net-spinning caddisfly_1,Insecta,species,
P_0590,Procambarus clarkii,Red swamp crayfish,Malacostraca,species,
P_0590,Sardina pilchardus,European sardine,Actinopterygii,species,
P_0592,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0592,Lampetra fluviatilis,River lamprey,Hyperoartia,species,
P_0592,Platichthys flesus,European flounder,Actinopterygii,species,
P_0592,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0592,Sprattus sprattus,European sprat,Actinopterygii,species,
P_0593,Bagre marinus,Gafftopsail catfish,Actinopterygii,species,
P_0593,Crassostrea virginica,Eastern oyster,Bivalvia,species,
P_0593,Cynoscion nebulosus,Spotted seatrout,Actinopterygii,species,
P_0593,Sciaenops ocellatus,Red drum,Actinopterygii,species,
P_0594,Esox lucius,Northern pike,Actinopterygii,species,
P_0594,Esox masquinongy,Muskellunge,Actinopterygii,species,
P_0594,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0594,Perca flavescens,Yellow perch,Actinopterygii,species,
P_0594,Sander vitreus,Walleye,Actinopterygii,species,
P_0594,Semotilus corporalis,Fallfish,Actinopterygii,species,
P_0595,Emydura macquarii,Murray river turtle,Reptilia,species,
P_0596,Lopholatilus chamaeleonticeps,Golden tilefish,Actinopterygii,species,
P_0598,Abramis brama,Common bream,Actinopterygii,species,
P_0598,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0598,Coregonus albula,Vendace,Actinopterygii,species,
P_0598,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0598,Esox lucius,Northern pike,Actinopterygii,species,
P_0598,Lampetra fluviatilis,River lamprey,Hyperoartia,species,
P_0598,Lota lota,Burbot,Actinopterygii,species,
P_0598,Osmerus eperlanus,European smelt,Actinopterygii,species,
P_0598,Perca fluviatilis,European perch,Actinopterygii,species,
P_0598,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0598,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0598,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0598,Sprattus sprattus,European sprat,Actinopterygii,species,
P_0599,Barbus intermedius,African big barb,Actinopterygii,species,
P_0599,Clarias gariepinus,Small barbus,Actinopterygii,species,
P_0599,Oreochromis niloticus,Nile tilapia,Actinopterygii,species,
P_0600,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0600,Eleutheronema tetradactylum,Four-fingered threadfin,Actinopterygii,species,
P_0600,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0600,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,
P_0600,Liza carinata,Keeled mullet,Actinopterygii,species,
P_0600,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,
P_0600,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,
P_0600,Silurus asotus,Amur catfish,Actinopterygii,species,
P_0601,Coleoptera,Beetle_order,Insecta,order,
P_0601,Decapoda,Crayfish_order,Malacostraca,order,
P_0601,Diptera,Truefly_order,Insecta,order,
P_0601,Ephemeroptera,Mayfly_order,Insecta,order,
P_0601,Megaloptera,Fly_order,Insecta,order,
P_0601,Odonata,Damselfly_dragonfly_order,Insecta,order,
P_0601,Plecoptera,Stonefly_order,Insecta,order,
P_0601,Trichoptera,Caddisfly_order,Insecta,order,
P_0602,Morone saxatilis,Striped bass,Actinopterygii,species,
P_0603,Accipiter gentilis,Northern goshawk,Aves,species,
P_0603,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0604,Perca fluviatilis,European perch,Actinopterygii,species,
P_0605,Bubo bubo,Eurasian eagle owl,Aves,species,
P_0606,Dicentrarchus labrax,European bass,Actinopterygii,species,
P_0607,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0608,Scylla serrata,Giant mud crab,Malacostraca,species,
P_0609,Alosa agone,Shad,Actinopterygii,species,
P_0609,Larus michahellis,Yellow-legged gull,Aves,species,
P_0609,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0609,Perca fluviatilis,European perch,Actinopterygii,species,
P_0609,Sander lucioperca,Pike-perch,Actinopterygii,species,
P_0610,Chanos chanos,Milkfish ,Actinopterygii,species,
P_0610,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0611,Ursus maritimus,Polar bear,Mammalia,species,
P_0612,Katsuwonus pelamis,Skipjack tuna,Actinopterygii,species,
P_0612,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,
P_0612,Thunnus obesus,Bigeye tuna,Actinopterygii,species,
P_0612,Xiphias gladius,Swordfish,Actinopterygii,species,
P_0613,Catharacta maccormicki,Polar skua,Aves,species,
P_0613,Pygoscelis adeliae,Adelie penguin,Aves,species,
P_0614,Anguilla anguilla,European eel,Actinopterygii,species,
P_0614,Carcinus maenas,Crab_1,Malacostraca,species,
P_0614,Dicentrarchus labrax,European bass,Actinopterygii,species,
P_0614,Hexaplex trunculus,Banded dye-murex,Bivalvia,species,
P_0614,Penaeus notialis,Shrimp_3,Malacostraca,species,
P_0614,Ruditapes decussatus,Grooved carpet shell,Bivalvia,species,
P_0614,Sepia officinalis,Common cuttlefish,Cephalopoda,species,
P_0614,Solea solea,Common sole,Actinopterygii,species,
P_0615,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0616,Barbus meridionalis,Southern barbel,Actinopterygii,species,
P_0616,Squalius laietanus,Ebro chub,Actinopterygii,species,
P_0617,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0617,Carassius auratus,Goldfish,Actinopterygii,species,
P_0617,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0617,Erythroculter dabryi,Lake skygazer,Actinopterygii,species,
P_0617,Hemisalanx prognathus,Yangtze icefish,Actinopterygii,species,
P_0617,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0617,Ophiocephalus argus,Northern snakehead,Actinopterygii,species,
P_0617,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,
P_0617,Pseudohemiculter dispar,Vietnamese ray-finned fish,Actinopterygii,species,
P_0618,Ameiurus nebulosus,Brown bullhead,Actinopterygii,species,
P_0618,Coregonus clupeaformis,Lake whitefish,Actinopterygii,species,
P_0618,Esox niger,Chain pickerel,Actinopterygii,species,
