Study_ID,Scientific_name,Lay_name,Species_higher_taxon,Name_tax_rank,Comment
P_0252,Morone chrysops,White bass,Actinopterygii,species,used name: Gymoncypris namensis
P_0253,Larus argentatus,Herring gull,Aves,species,
P_0253,Phalacrocorax carbo,Common cormorant,Aves,species,used name: Gymoncypris waddellii
P_0255,Mugil,Mullet_genus_2,Actinopterygii,genus,
P_0255,Mugil incilis,Trench mullet,Actinopterygii,species,
P_0255,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0257,Carassius auratus,Goldfish,Actinopterygii,species,
P_0257,Cirrhinus molitorella,Mud carp,Actinopterygii,species,
P_0257,Clarias fuscus,Hong kong catfish ,Actinopterygii,species,
P_0257,Ctenopharynodon idellus,Grass carp,Actinopterygii,species,
P_0257,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0257,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0257,Ophicephalus argus,Northern snakehead,Actinopterygii,species,
P_0257,Oreochromis aureus,Blue tilapia,Actinopterygii,species,
P_0257,Parabramis pekinensis,Amur bream,Actinopterygii,species,
P_0258,Neosalanx tangkahkeii,Chinese icefish,Actinopterygii,species,
P_0259,Carassius auratus,Goldfish,Actinopterygii,species,
P_0259,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0259,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0260,Ursus maritimus,Polar bear,Mammalia,species,
P_0261,Acipenser sinensis,Chinese sturgeon,Actinopterygii,species,
P_0262,Morus bassanus,Northern gannet,Aves,species,
P_0263,Neovison vison,American mink_2,Mammalia,species,
P_0264,Alburnus alburnus,Common bleak,Actinopterygii,species,
P_0264,Anguilla anguilla,European eel,Actinopterygii,species,
P_0264,Boops boops,Bogue,Actinopterygii,species,
P_0264,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0264,Diplodus annularis,Annular sea bream,Actinopterygii,species,
P_0264,Liza,Mullet_genus_3,Actinopterygii,genus,
P_0264,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0264,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0264,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0264,Sarpa salpa,Salema,Actinopterygii,species,
P_0264,Scardinius erythrophthalmus,Common rudd,Actinopterygii,species,
P_0264,Silurus glanis,European catfish,Actinopterygii,species,
P_0264,Squalius laietanus,Ebro chub,Actinopterygii,species,
P_0264,Torpedo torpedo,Common torpedo,Chondrichthyes,species,
P_0264,Trachurus mediterraneus,Horse mackerel,Actinopterygii,species,
P_0265,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0265,Sander vitreus,Walleye,Actinopterygii,species,
P_0266,Boreogadus saida,Polar cod,Actinopterygii,species,
P_0266,Erignathus barbatus,Bearded seal,Mammalia,species,
P_0266,Pusa hispida,Ringed seal,Mammalia,species,
P_0267,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0267,Salmo trutta,Brown trout,Actinopterygii,species,
P_0268,Abramis brama,Common bream,Actinopterygii,species,
P_0268,Columba livia,Common pigeon,Aves,species,
P_0268,Corvus frugilegus,Rook,Aves,species,
P_0268,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0268,Phalacrocorax carbo,Common cormorant,Aves,species,
P_0268,Zoarces viviparus,Eelpout,Actinopterygii,species,
P_0269,Delphinapterus leucas,Beluga whale,Mammalia,species,
P_0270,Callorhinus ursinus,Northern fur seal,Mammalia,species,
P_0271,Rupicapra rupicapra,Chamois,Mammalia,species,
P_0271,Vulpes vulpes,Red fox,Mammalia,species,
P_0272,Cepphus grylle,Black guillemot,Aves,species,used name: Reganisalanx brachyrostralis
P_0272,Delphinapterus leucas,Beluga whale,Mammalia,species,used name: Hemisalanx prognathous
P_0272,Esox lucius,Northern pike,Actinopterygii,species,
P_0272,Fulmarus glacialis,Northern fulmar,Aves,species,
P_0272,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0272,Larus hyperboreus,Glaucous gull,Aves,species,
P_0272,Lota lota,Burbot,Actinopterygii,species,
P_0272,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0272,Orcinus orca,Killer whale,Mammalia,species,
P_0272,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0272,Pusa hispida,Ringed seal,Mammalia,species,
P_0272,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0272,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0272,Salvelinus namaycush,Lake trout,Actinopterygii,species,
P_0272,Uria aalge,Common guillemot,Aves,species,
P_0272,Ursus maritimus,Polar bear,Mammalia,species,
P_0273,Pusa hispida,Ringed seal,Mammalia,species,
P_0273,Ursus maritimus,Polar bear,Mammalia,species,
P_0274,Ardenna gravis,Great shearwater,Aves,species,
P_0274,Larus argentatus,Herring gull,Aves,species,
P_0274,Leucophaeus atricilla,Laughing gull,Aves,species,
P_0274,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0274,Thalasseus maximus,Royal tern,Aves,species,
P_0274,Thalasseus sandvicensis,Sandwich tern,Aves,species,
P_0275,Lutra lutra,Eurasian otter,Mammalia,species,
P_0276,Ardenna gravis,Great shearwater,Aves,species,
P_0276,Ardenna grisea,Sooty shearwater,Aves,species,
P_0276,Catharacta antarctica,Brown skua,Aves,species,
P_0276,Eudyptes chrysocome,Southern rockhopper penguin,Aves,species,
P_0276,Eudyptes moseleyi,Northern rockhopper penguin,Aves,species,
P_0276,Macronectes giganteus,Southern giant petrel,Aves,species,
P_0276,Pygoscelis papua,Gentoo penguin,Aves,species,
P_0276,Thalassarche melanophrys,Black-browed albatross,Aves,species,
P_0277,Balaenoptera acutorostrata,Minke whale,Mammalia,species,
P_0277,Balaenoptera physalus,Fin whale,Mammalia,species,
P_0277,Cystophora cristata,Hooded seal,Mammalia,species,
P_0277,Globicephala melas,Long-finned pilot whale,Mammalia,species,
P_0277,Lagenorhynchus acutus,Atlantic white-sided dolphin,Mammalia,species,
P_0277,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0277,Pusa hispida,Ringed seal,Mammalia,species,
P_0278,Odobenus rosmarus,Atlantic walrus,Mammalia,species,
P_0279,Phoca vitulina,Harbour seal,Mammalia,species,
P_0280,Leptonychotes weddellii,Weddell seal,Mammalia,species,
P_0281,Gavia stellata,Red-throated loon,Aves,species,
P_0283,Arctocephalus gazella,Antarctic fur seal,Mammalia,species,
P_0283,Pygoscelis adeliae,Adelie penguin,Aves,species,
P_0283,Pygoscelis papua,Gentoo penguin,Aves,species,
P_0284,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0285,Abramis brama,Common bream,Actinopterygii,species,
P_0285,Anguilla anguilla,European eel,Actinopterygii,species,
P_0285,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0285,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0285,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0285,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,
P_0286,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0287,Falco peregrinus,Peregrine falcon,Aves,species,
P_0288,Odobenus rosmarus,Atlantic walrus,Mammalia,species,
P_0289,Atherinops affinis,Topsmelt,Actinopterygii,species,
P_0289,Menidia audens,Mississippi silverside,Actinopterygii,species,
P_0289,Phalacrocorax auritus,Double-crested cormorant,Aves,species,
P_0289,Phoca vitulina,Harbour seal,Mammalia,species,
P_0290,Accipitridae,Eagle_family,Aves,family,
P_0290,Corvus macrorhynchos,Large-bill crow,Aves,species,
P_0290,Gonorynchus gonorynchus,Sandfish,Actinopterygii,species,
P_0290,Nyctereutes procyonoides,Raccoon dog,Mammalia,species,
P_0290,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0290,Phalacrocoracidae,Cormorant_family,Aves,family,
P_0290,Sardina pilchardus,European sardine,Actinopterygii,species,
P_0290,Selar crumenophthalmus,Bigeye scad,Actinopterygii,species,
P_0290,Trachurus symmetricus,Jack mackerel,Actinopterygii,species,
P_0291,Phoca vitulina,Harbour seal,Mammalia,species,
P_0292,Gymnocypris namensis,Cyprinid_2,Actinopterygii,species,
P_0292,Gymnocypris przewalskii,Cyprinid_1,Actinopterygii,species,
P_0292,Gymnocypris waddellii,Cyprinid_3,Actinopterygii,species,
P_0292,Schizopygopsis malacanthus,Chinese ray-finned fish,Actinopterygii,species,
P_0292,Schizothorax biddulphi,Ray-finned fish,Actinopterygii,species,
P_0292,Schizothorax labiatus,Kunar snowtrout,Actinopterygii,species,
P_0293,Anisoptera,Dragonfly_infraorder,Insecta,infraorder,
P_0293,Asellus,Isopod_genus,Malacostraca,genus,
P_0293,Baetidae,Mayfly_family,Insecta,family,
P_0293,Barbus barbus,Common barbel,Actinopterygii,species,
P_0293,Caridea,True shrimp_infraorder,Malacostraca,infraorder,
P_0293,Chironomidae,Lake fly_family,Insecta,family,
P_0293,Clitellata,Leech_class,Clitellata,class,
P_0293,Corbicula fluminea,Asian clam,Bivalvia,species,
P_0293,Dikerogammarus,Killer shrimp_genus,Malacostraca,genus,
P_0293,Dytiscidae,Water beetle_family,Insecta,family,
P_0293,Gammarus pulex,Amphipod_3,Malacostraca,species,
P_0293,Gastropoda,Gastropod_class,Gastropoda,class,
P_0293,Heteroptera,True bug_suborder,Insecta,suborder,
P_0293,Hydropsychidae,Net-spinning caddisfly_family,Insecta,family,
P_0293,Oligochaeta,Earthworm_subclass,Clitellata,subclass,
P_0293,Physa,Snail_genus_2,Gastropoda,genus,
P_0293,Potamopyrgus antipodarum,New Zealand mud snail,Branchiopoda,species,
P_0293,Sialidae,Alderfly_family,Insecta,family,
P_0293,Simuliidae,Black fly_family,Insecta,family,
P_0293,Squalius cephalus,European chub,Actinopterygii,species,
P_0293,Trichoptera,Caddisfly_order,Insecta,order,
P_0293,Zygoptera,Damselfly_suborder,Insecta,suborder,
P_0294,Ameiurus melas,Bullhead catfish,Actinopterygii,species,
P_0294,Barbus barbus,Common barbel,Actinopterygii,species,
P_0294,Corbiculidae,Clam_family_1,Bivalvia,family,
P_0294,Cottus gobio,European bullhead,Actinopterygii,species,
P_0294,Gammaridae,Amphipod_family,Malacostraca,family,
P_0294,Gobio gobio,Gudgeon,Actinopterygii,species,
P_0294,Lepomis gibbosus,Pumpkinseed,Actinopterygii,species,
P_0294,Lymneae,Freshwater snail_family_2,Gastropoda,family,
P_0294,Notonectidae,Backswimmer_family,Insecta,family,
P_0294,Perca fluviatilis,European perch,Actinopterygii,species,
P_0294,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0294,Tinca tinca,Tench,Actinopterygii,species,
P_0295,Anas platyrhynchos,Mallard,Aves,species,
P_0295,Anas rubripes,Black duck,Aves,species,
P_0295,Aythya collaris,Ringed-neck duck,Aves,species,
P_0295,Bucephala albeola,Bufflehead,Aves,species,
P_0295,Lophodytes cucullatus,Hooded merganser,Aves,species,
P_0295,Melanitta perspicillata,Surf scoter,Aves,species,
P_0295,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0295,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0296,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0297,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0298,Accipiter gentilis,Northern goshawk,Aves,species,
P_0298,Aquila chrysaetos,Golden eagle,Aves,species,
P_0298,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0299,Ursus maritimus,Polar bear,Mammalia,species,
P_0300,Balaenoptera acutorostrata,Minke whale,Mammalia,species,
P_0300,Halichoerus grypus,Grey seal,Mammalia,species,
P_0300,Kogia breviceps,Pygmy sperm whale,Mammalia,species,
P_0300,Lagenorhynchus acutus,Atlantic white-sided dolphin,Mammalia,species,
P_0300,Megaptera novaeangliae,Humpback whale,Mammalia,species,
P_0300,Orcinus orca,Killer whale,Mammalia,species,
P_0300,Pagophilus groenlandicus,Harp seal,Mammalia,species,
P_0300,Phoca vitulina,Harbour seal,Mammalia,species,
P_0300,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0300,Pusa hispida,Ringed seal,Mammalia,species,
P_0300,Ursus maritimus,Polar bear,Mammalia,species,
P_0301,Hydroprogne caspia,Caspian tern,Aves,species,
P_0301,Larus argentatus,Herring gull,Aves,species,
P_0302,Haliaeetus albicilla,White-tailed sea eagle,Aves,species,
P_0303,Castor fiber,European beaver,Mammalia,species,
P_0304,Abramis brama,Common bream,Actinopterygii,species,
P_0304,Aspius aspius,Asp,Actinopterygii,species,
P_0304,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0304,Chondrostoma nasus,Common nase,Actinopterygii,species,
P_0304,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0304,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0304,Squalius cephalus,European chub,Actinopterygii,species,
P_0305,Ardenna carneipes,Flesh-footed shearwater,Aves,species,
P_0305,Ardenna pacifica,Wedge-tailed shearwater,Aves,species,
P_0306,Ursus maritimus,Polar bear,Mammalia,species,
P_0307,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0308,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,
P_0309,Cherax destructor,Common yabby,Malacostraca,species,
P_0309,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0309,Maccullochella peelii,Murray cod,Actinopterygii,species,
P_0309,Macquaria ambigua,Golden perch,Actinopterygii,species,
P_0310,Metapenaeus macleayi,Eastern school prawn,Malacostraca,species,
P_0311,Arctocephalus pusillus doriferus,Australian fur seal,Mammalia,species,
P_0312,Bidyanus bidyanus,Silver perch,Actinopterygii,species,
P_0313,Larus novaehollandiae,Silver gull,Aves,species,
P_0313,Mugil cephalus,Grey mullet,Actinopterygii,species,
P_0313,Saccostrea commercialis,Sydney rock oysters_1,Bivalvia,species,
P_0313,Threskiornis molucca,White ibis,Aves,species,
P_0314,Boreogadus saida,Polar cod,Actinopterygii,species,
P_0314,Delphinapterus leucas,Beluga whale,Mammalia,species,
P_0314,Hymenodora glacialis,Shrimp_5,Malacostraca,species,
P_0314,Larus hyperboreus,Glaucous gull,Aves,species,
P_0314,Monodon monoceros,Narwhal ,Mammalia,species,
P_0314,Mya truncata,Truncate softshell,Bivalvia,species,
P_0314,Odobenus rosmarus,Atlantic walrus,Mammalia,species,
P_0314,Pandalus borealis,Shrimp_1,Malacostraca,species,
P_0314,Rissa tridactyla,Black-legged kittiwake,Aves,species,
P_0314,Sebastes mentella,Beaked redfish,Actinopterygii,species,
P_0314,Serripes groenlandica,Clam_1,Bivalvia,species,
P_0315,Alosa agone,Shad,Actinopterygii,species,
P_0315,Coregonus lavaretus,European whitefish,Actinopterygii,species,
P_0315,Lota lota,Burbot,Actinopterygii,species,used name: Lateolabras japonicus
P_0315,Oncorhynchus mykiss,Rainbow trout,Actinopterygii,species,
P_0315,Perca fluviatilis,European perch,Actinopterygii,species,
P_0315,Rutilus rutilus,Common roach,Actinopterygii,species,
P_0315,Salmo trutta,Brown trout,Actinopterygii,species,
P_0315,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0316,Phoca vitulina,Harbour seal,Mammalia,species,
P_0317,Balaenoptera physalus,Fin whale,Mammalia,species,
P_0317,Cystophora cristata,Hooded seal,Mammalia,species,
P_0317,Halichoerus grypus,Grey seal,Mammalia,species,
P_0317,Lagenorhynchus acutus,Atlantic white-sided dolphin,Mammalia,species,
P_0317,Phoca vitulina,Harbour seal,Mammalia,species,
P_0317,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0317,Physeter macrocephalus,Sperm whale,Mammalia,species,
P_0317,Stenella coeruleoalba,Striped dolphin,Mammalia,species,
P_0318,Asterias rubens,Starfish_1,Asteroidea,species,
P_0318,Carcinus maenas,European green crab,Malacostraca,species,
P_0318,Crangon crangon,Brown shrimp,Malacostraca,species,
P_0319,Phocoena phocoena,Harbour porpoise,Mammalia,species,
P_0320,Salvelinus alpinus,Arctic char,Actinopterygii,species,
P_0321,Clarias gariepinus,African sharptooth catfish,Actinopterygii,species,
P_0321,Hydrocynus vittatus,Tiger fish,Actinopterygii,species,
P_0321,Labeo congoro,Purple labeo,Actinopterygii,species,
P_0321,Labeo rosae,Rednose labeo,Actinopterygii,species,
P_0321,Labeobarbus marequensis,Largescale yellowfish,Actinopterygii,species,
P_0321,Oreochromis mossambicus,Mozambique tilapa,Actinopterygii,species,
P_0321,Schilbe intermedius,Silver catfish,Actinopterygii,species,
P_0321,Synodontis zambezensis,Plain squeaker,Actinopterygii,species,
P_0322,Larus hyperboreus,Glaucous gull,Aves,species,
P_0323,Larus audouinii,Audouin's gull,Aves,species,
P_0324,Falco peregrinus,Peregrine falcon,Aves,species,
P_0326,Carassius auratus,Goldfish,Actinopterygii,species,
P_0326,Penaeus semisulcatus,Green tiger prawn,Malacostraca,species,
P_0326,Portunus trituberculatus,Gazami crab,Malacostraca,species,
P_0328,Ardea alba,Great egret,Aves,species,
P_0328,Egretta garzetta,Little egret,Aves,species,
P_0328,Nycticorax nycticorax,Black-crowned night heron,Aves,species,
P_0329,Plectrophenax nivalis,Snow bunting,Aves,species,
P_0330,Sus scrofa,Wild boar,Mammalia,species,
P_0331,Alburnoides bipunctatus,Spirlin,Actinopterygii,species,
P_0331,Squalius cephalus,European chub,Actinopterygii,species,
P_0332,Bithynia tentaculata,Mud bithynia,Gastropoda,species,
P_0332,Gammarus pulex,Amphipod_3,Malacostraca,species,
P_0333,Gammarus fossarum,Amphipod_4,Malacostraca,species,
P_0333,Gammarus pulex,Amphipod_3,Malacostraca,species,
P_0333,Salmo trutta,Brown trout,Actinopterygii,species,
P_0334,Haliaeetus leucocephalus,Bald eagle,Aves,species,
P_0335,Achoerodus,Blue groper_genus,Actinopterygii,genus,
P_0335,Bivalvia,Clam_class,Bivalvia,class,
P_0335,Bramidae,Pomfret_family,Actinopterygii,family,
P_0335,Buccinum undatum,Whelk,Gastropoda,species,
P_0335,Culter alburnus,Topmouth culter,Actinopterygii,species,
P_0335,Epinephelus amblycephalus,Banded grouper,Actinopterygii,species,
P_0335,Gadopsis marmoratus,River blackfish,Actinopterygii,species,
P_0335,Haliotidae,Earshell_family,Gastropoda,family,
P_0335,Harpadon nehereus,Bombay duck,Actinopterygii,species,
P_0335,Hyporhamphus sajori,Japanese halfbeak,Actinopterygii,species,
P_0335,Larimichthys polyactis,Yellow croaker,Actinopterygii,species,
P_0335,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,used name: Macoma balthica
P_0335,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0335,Monocirrhus polyacanthus,Leaffish,Actinopterygii,species,
P_0335,Nibea albiflora,Yellow drum,Actinopterygii,species,
P_0335,Ostreidae,Oyster_family,Bivalvia,family,
P_0335,Pagellus bogaraveo,Besugo,Actinopterygii,species,
P_0335,Pagrus major,Red seabream,Actinopterygii,species,
P_0335,Pampus argenteus,Silver pomfret,Actinopterygii,species,
P_0335,Paralichthys dentatus,Summer flounder,Actinopterygii,species,
P_0335,Paralichthys lethostigma,Southern flounder,Actinopterygii,species,
P_0335,Pectinidae,Scallop_family,Bivalvia,family,
P_0335,Rajidae,Skate wing_family,Chondrichthyes,family,
P_0335,Sciaenops ocellatus,Red drum,Actinopterygii,species,
P_0335,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,
P_0335,Scophthalmus maximus,Turbot,Actinopterygii,species,
P_0335,Siliqua patula,Pacific razor clam,Bivalvia,species,
P_0335,Sillago sihama,Silver sillago,Actinopterygii,species,
P_0336,Ardeidae,Heron_family,Aves,family,
P_0336,Aristichthys nobilis,Bighead carp,Actinopterygii,species,
P_0336,Bellamya,Snail_genus_1,Gastropoda,genus,
P_0336,Cladocera,Water flea_suborder,Branchiopoda,suborder,
P_0336,Coilia ectenes,Chinese tapertail anchovy,Actinopterygii,species,
P_0336,Copepoda,Copepod_subclass,Hexanauplia,subclass,
P_0336,Corbiculidae,Clam_family_1,Bivalvia,family,
P_0336,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0336,Erythroculter ilishaeformis,Cyprinid_4,Actinopterygii,species,
P_0336,Exopalaemon modestus,Siberian shrimp,Malacostraca,species,
P_0336,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0336,Hypophthalmichthys molitrix,Silver carp,Actinopterygii,species,
P_0336,Hyporhamphus intermedius,Asian pencil halfbeak,Actinopterygii,species,
P_0336,Pelteobagrus fulvidraco,Yellowhead catfish,Actinopterygii,species,
P_0336,Protosalanx hyalocranius,Chinese clearhead icefish,Actinopterygii,species,
P_0336,Rotifera,Rotifer_phylum,Rotifera,phylum,
P_0337,Aplodinotus grunniens,Freshwater drum,Actinopterygii,species,
P_0337,Carpiodes carpio,River carpsucker,Actinopterygii,species,
P_0337,Cyprinella lutrensis,Red shiner,Actinopterygii,species,
P_0337,Cyprinella spiloptera,Spotfin shiner,Actinopterygii,species,used name: Barbus graellsii
P_0337,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0337,Dorosoma cepedianum,Gizzard shad,Actinopterygii,species,
P_0337,Dorosoma petenense,Threadfin shad,Actinopterygii,species,
P_0337,Ictalurus punctatus,Channel catfish,Actinopterygii,species,
P_0337,Micropterus dolomieu,Smallmouth bass,Actinopterygii,species,
P_0337,Micropterus salmoides,Largemouth bass,Actinopterygii,species,
P_0337,Morone chrysops,White bass,Actinopterygii,species,
P_0337,Moxostoma erythrurum,Golden redhorse,Actinopterygii,species,
P_0337,Moxostoma macrolepidotum,Shorthead redhorse,Actinopterygii,species,
P_0337,Notropis atherinoides,Emerald shiner,Actinopterygii,species,
P_0337,Notropis blennius,River shiner,Actinopterygii,species,
P_0337,Pylodictis olivaris,Flathead catfish,Actinopterygii,species,
P_0337,Sander canadensis,Sauger,Actinopterygii,species,
P_0340,Chelon labrosus,Thicklip grey mullet,Actinopterygii,species,
P_0340,Mytilus galloprovincialis,Mediterranean mussel,Bivalvia,species,
P_0340,Thunnus albacares,Yellowfin tuna,Actinopterygii,species,
P_0341,Cancer pagurus,North sea crab,Malacostraca,species,
P_0341,Clupea harengus,Baltic herring,Actinopterygii,species,
P_0341,Crangon crangon,Brown shrimp,Malacostraca,species,
P_0341,Dicentrarchus labrax,European bass,Actinopterygii,species,
P_0341,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0341,Limanda limanda,Common dab,Actinopterygii,species,
P_0341,Melanogrammus aeglefinus,Haddock,Actinopterygii,species,
P_0341,Merlangius merlangus,Whiting,Actinopterygii,species,
P_0341,Merluccius bilinearis,Silver hake,Actinopterygii,species,
P_0341,Mytilus edulis,Blue mussel,Bivalvia,species,
P_0341,Pleuronectes platessa,European plaice,Actinopterygii,species,
P_0341,Scomber scombrus,Atlantic mackerel,Actinopterygii,species,
P_0341,Solea solea,Common sole,Actinopterygii,species,
P_0342,Alopias superciliosus,Bigeye thresher,Chondrichthyes,species,
P_0342,Heptranchias perlo,Sharpnose sevengills shark,Chondrichthyes,species,
P_0342,Hexanchus griseus,Bluntnose sixgills shark,Chondrichthyes,species,used name: Mastacembellus armatus
P_0342,Isurus oxyrinchus,Shortfin mako shark,Chondrichthyes,species,used name: Megadrilacea
P_0342,Mobula mobular,Giant devil ray,Chondrichthyes,species,used name: Megadrilacea
P_0342,Odontaspis ferox,Smalltooth sand tiger,Chondrichthyes,species,used name: Megadrilacea
P_0342,Oxynotus centrina,Angular roughshark,Chondrichthyes,species,
P_0342,Prionace glauca,Blue shark,Chondrichthyes,species,
P_0342,Sphyrna zygaena,Smooth hammerhead,Chondrichthyes,species,
P_0343,Carassius auratus,Goldfish,Actinopterygii,species,
P_0344,Cynoglossus semilaevis,Half-smooth tongue sole,Actinopterygii,species,
P_0344,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,
P_0344,Larus crassirostris,Black-tailed gull,Aves,species,
P_0344,Lateolabrax japonicus,Japanese seabass,Actinopterygii,species,
P_0344,Planiliza haematocheila,Redlip mullet,Actinopterygii,species,
P_0344,Platycephalus indicus,Bartail flathead,Actinopterygii,species,
P_0344,Pseudosciaena polyactis,Small yellow croaker,Actinopterygii,species,
P_0344,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0344,Ruditapes philippinarum,Manila clam,Bivalvia,species,
P_0344,Scomberomorus niphonius,Japanese spanish mackerel,Actinopterygii,species,
P_0344,Thrissa kammalensis,China anchovy,Actinopterygii,species,
P_0345,Pungitius pungitius,Stickleback,Actinopterygii,species,
P_0347,Ardeola bacchus,Chinese pond heron,Aves,species,
P_0347,Cyprinus carpio,Common carp,Actinopterygii,species,
P_0347,Eriocheir sinensis,Chinese mitten crab,Malacostraca,species,
P_0347,Macrobrachium nipponense,Taihu lake shrimp ,Malacostraca,species,
P_0347,Misgurnus anguillicaudatus,Loach,Actinopterygii,species,
P_0347,Viviparus,River snail_genus,Gastropoda,genus,
P_0348,Lumbricus terrestris,Common earthworm,Clitellata,species,
P_0349,Oncorhynchus keta,Chum salmon,Actinopterygii,species,
P_0349,Oncorhynchus kisutch,Coho salmon,Actinopterygii,species,
P_0349,Oncorhynchus nerka,Sokeye salmon,Actinopterygii,species,
P_0349,Salmo salar,Atlantic salmon,Actinopterygii,species,
P_0350,Gadus morhua,Atlantic cod,Actinopterygii,species,
P_0350,Pollachius virens,Saithe,Actinopterygii,species,
P_0351,Notropis cornutus,Common shiner,Actinopterygii,species,
P_0352,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0353,Boreogadus saida,Polar cod,Actinopterygii,species,
P_0353,Calanus hyperboreus,Arctic copepod,Hexanauplia,species,
P_0353,Clupea pallasi,Pacific herring,Actinopterygii,species,
P_0353,Coregonus autumnalis,Arctic cisco,Actinopterygii,species,
P_0353,Delphinapterus leucas,Beluga whale,Mammalia,species,
P_0353,Pusa hispida,Ringed seal,Mammalia,species,
P_0353,Themisto libellula,Amphipod_1,Malacostraca,species,
P_0354,Carassius carassius,Crucian carp,Actinopterygii,species,
P_0354,Hemiculter leucisculus,Sharpbelly,Actinopterygii,species,
P_0355,Alpheus heterocarpus,Snapping shrimp,Malacostraca,species,
P_0355,Amphioctopus fangsiao,Shortarm octopus,Cephalopoda,species,
P_0355,Cynoglossus robustus,Sole_1,Actinopterygii,species,
P_0355,Helice tridenssheni,Helice crab,Malacostraca,species,
P_0355,Lateolabrax japonicus,Sea perch,Actinopterygii,species,
P_0355,Loligo chinensis,Taiwanese squid,Cephalopoda,species,
P_0355,Neverita didyma,Bladder moon snail,Gastropoda,species,
P_0355,Nibea albiflora,Yellow drum,Actinopterygii,species,
P_0355,Odontamblyopus rubicundus,Eelgoby,Actinopterygii,species,
P_0355,Oratosquilla oratoria,Mantis shrimp,Malacostraca,species,
P_0355,Platycephalus indicus,Bartail flathead,Actinopterygii,species,
P_0355,Rapana venosa,Asian rapa whelk,Gastropoda,species,
P_0355,Scapharca subcrenata,Hongkong clam,Bivalvia,species,
P_0355,Silurus,Oriental sheatfish_genus,Actinopterygii,genus,
P_0357,Anarhichas lupus,Wolffish,Actinopterygii,species,
P_0357,Calanus,Marine copepod_genus,Hexanauplia,genus,
P_0357,Hyas araneus,Great spider crab,Malacostraca,species,
P_0357,Larus hyperboreus,Glaucous gull,Aves,species,
P_0357,Myoxocephalus scorpius,Shorthorn sculpin,Actinopterygii,species,
P_0357,Polychaeta,Bristle worm_class,Polychaeta,class,
P_0358,Pelecanus occidentalis,Brown pelican,Aves,species,
P_0359,Tursiops truncatus,Bottlenose dolphin,Mammalia,species,
P_0361,Perca fluviatilis,European perch,Actinopterygii,species,
P_0362,Pica pica serica,Oriental magpie,Aves,species,
P_0364,Arctocephalus forsteri,Long-nosed fur seal,Mammalia,species,used name: Mycroptero salmoides
P_0364,Arctocephalus pusillus doriferus,Australian fur seal,Mammalia,species,
